cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
338,Iharmacia,Phuarmacia,inspirado0 Pharmaceutico,la Pharmacia,,,,,,,,,,,,,,,,,,,,,,,,,
339,Titulo,Tit6,TIt6,Sito Partidas,Paulitieal,Tit6-,ti-,Titosinlo,Sitio-,Tit,,,,,,,,,,,,,,,,,,,
340,puderosalt,ascorosa aventesma,IUosa,Foros,Temerosa,Livros,pavorosa,Scvcrosa,Nagarosamontc,Pedrosa,Ilosa,Nagarosas,llosa,Rosa,,,,,,,,,,,,,,,
341,gloria,Alem-gloria,Mithologgia,Colera,Clerigo,"ale-
gloria",ut vozeria,du Loleria,Galeria,Loleria,,,,,,,,,,,,,,,,,,,
342,irubulho,Borguinhio,remergulhou,Julho,Orgulho,Melhor,,,,,,,,,,,,,,,,,,,,,,,
343,Capitulo,Capilulos,sujcit calvo,Capitanea,Hospital,catape,Capital,,,,,,,,,,,,,,,,,,,,,,
344,Panos de Severim,"loja d
panoS",Pano,Anostols,Annos,Ilereulanos,ANNOS,annos0,Panos,,,,,,,,,,,,,,,,,,,,
345,Chatarizo,Safa,Largo do Chafariz,Chafariz...,Chafariz,,,,,,,,,,,,,,,,,,,,,,,,
346,Secretaria,Seeretario Geral,Vigario Geral,a4,Secretario Geral,,,,,,,,,,,,,,,,,,,,,,,,
347,Reodades,"U
desar0l",p6de,Guedes,deseubrulhes,TEndes,descan,deseuferrujar,IDES,tardes,E2P2DE2,desse-1,Desejo,Deves,desgragal,"est
de d","tE-
des",Mathildes,Des,,,,,,,,,,
348,V,murle d'hoje,"murm-
rou",Inurmuradas,urze,torre dos murmurio,mur,,,,,,,,,,,,,,,,,,,,,,
349,claustro,claustro0,Claustro,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Gutiorres,aierro,Gutiertes,Guticrres,Gutiecrres,Gutierres,,,,,,,,,,,,,,,,,,,,,,,
351,rccadinhos,Caminha,"Linho
mantinhamn castello",Caminho de Ferro,lamina d'estanho,"ca-
minho",Caminho,,,,,,,,,,,,,,,,,,,,,,
352,"nio
s6","Quarto-nu
j nio refervia","k nio sc
tcnselava",nio alvorolar,ce eu nio,"xplicaehio d
Iniyersu","nio ha sulti-
Ileas",Nio,iradignio,sta nio,i Nio,nio,,,,,,,,,,,,,,,,,
353,braga,Rapazes,abrazaa,Brazil,bra0s,Obra,br,braza,Vibra,braz,,,,,,,,,,,,,,,,,,,
