cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
394,vergastu,Cousas,"riacho das
lonas",CCrlptlsas,Balsas,Vigas,"gruio das
suistsas louras",Ptgas,Asylo,I)as,As,b)as,assumpto,,,,,,,,,,,,,,,,,
395,lagrimas,Lagrimas,Iagri-,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,chisti,Chiche,Mlalchior,Archio,Monarchia,chut,chi,pequchiha,,,,,,,,,,,,,,,,,,,,,,
397,Iiosa,Negocios,Notarios,Deliciosos,Ios-,Ios,Philosoplios,"tdeunl
ios",,,,,,,,,,,,,,,,,,,,,,
398,districto d'Oliveira,"Li por Oliveira
1I0",Oliveira-no,Oliveira-,l'Oliveira,Oliveira...,"en
Oliveira",Oliveira tnmhem veu,"Oliveira
Goncalo",d'Oliveira,flieira,Oliveira,oliveira,Im Oliveira,"Oliven-
ra",,,,,,,,,,,,,,,
399,Egreja de S. Christo,pera de S. Joaio,igreja de S. Ma-,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,t elo,Pelo,Belo,"Sa-
belo",Guelos,Sabelor,,,,,,,,,,,,,,,,,,,,,,,,
401,Jantimos,intima,Intimo,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Melodias,Poemelo,Melodrama,Melodia,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Invejas,C6ja,beja,Beja,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Noella,N'ellas,"du
I'ella",opcraria n'ella,Cellas,Cellas l ull,vivem I'ella,"us chi-
ellas",I'ego ds Belas,Capella,nellas,cautella,Ellas,bella mulher,,,,,,,,,,,,,,,,
405,genebra,General nio,General largu,General verg0u,Amor- gEneral,General-,k coto General,FE General,Entao General,52E,General,"MIas
General","Meninos
General",Nerenos,"estrada
General",,,,,,,,,,,,,,,
406,piedade,soledade,Ie,Piedade,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Maior-,Maio,Mato das MAiores,Maior,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"us dtns manas
parlas","N'e-
sas semanas de","pas-
ses semanas",,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"hrda
da",guardasolinho,guardasoes,Guarda,Expediao dos Pardais,,,,,,,,,,,,,,,,,,,,,,,,,
410,Visconde do Rio-MAnso,lio-Manso,"Visconde de
Rio-Manso",Manso,Mordomo-Mar,Rio-Manso,io-Mans,,,,,,,,,,,,,,,,,,,,,,,
411,sta nio,i Nio,"k nio sc
tcnselava","nio
s6",nio alvorolar,iradignio,Nio,ce eu nio,nio,,,,,,,,,,,,,,,,,,,,,
412,botica,Anica,Justica,justificaya,"loi 
tica",Ntico,TiCA,"l'ali-
tica",U ne Tico,"dan-
tica","botica
do Pires",Tica,,,,,,,,,,,,,,,,,,
413,lord,Ilorete,SUelor,"llorzihal
t0",Flor,Flores,,,,,,,,,,,,,,,,,,,,,,,,
414,I61,I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Yill-Clara,Vill-Clara,"Villa-
Clara",la-Clara,Villa-Clara 1 Torre,Villa Clara,VilLa-Clara,"Villa-Clara
de noite",Clara,HOspital de Villa Clara,Villa-Clara,,,,,,,,,,,,,,,,,,,
416,santos,Santo,Santos,foi?l santo,Sancla,barranto,sangue,Santu,"Santo-
inho loreuo",Hspantos,santo,Antonia,,,,,,,,,,,,,,,,,,
417,I02,dali0,I0ss,II0s,I0,,,,,,,,,,,,,,,,,,,,,,,,,
418,Cachamita,Jesuita,"ca
Feita",Ita,Escrita,Pitta,Itsa,Lusitania,Fita,,,,,,,,,,,,,,,,,,,,,
419,U0,"Canta-l'e-
drag",Canta-l'era,Canta-l'e-,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Can-,Afian-,Gan-,Lan-,tanger,tan-,,,,,,,,,,,,,,,,,,,,,,,,
421,re salve  ra-,Torre dourada,Torre ma fallada maravilha de cora,torre da Cara,torre do S. Matheus,Torre de l. Hamiresns,Torre de l. Imies,murle d'hoje,tanque de marmore,Torre de I. Hamires,torre dos murmurio,Torre de ID,"Torre de 1D. Filha-
est",Torre de I. Rtires,Torre de 1,,,,,,,,,,,,,,,
422,"Los
ra bustardo","Hastardo b-
I1aa","m
basto",Iastardo,Bastardo,lBastardo,,,,,,,,,,,,,,,,,,,,,,,,
423,Sala,Ala-do,Cala-Pela,Sala-o,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Ol,Sofo,es solarenggos,So6,desolagio,solurnu,Solto,Sol,di solid:z.,Solid,,,,,,,,,,,,,,,,,,,,
425,Iaoscrlinre,Nao,Sao,"fossos do
l'ao",Aos,valiaosa,Raos,,,,,,,,,,,,,,,,,,,,,,,
426,Norunhu,Ordonha,Noronhal,Noronhas,sia risonha,Nuronha,Noronha,,,,,,,,,,,,,,,,,,,,,,,
427,Castella,aquella noite de Castello,Castelhano,Castellos,castello bens-,Castello,Caslello,"Linho
mantinhamn castello",,,,,,,,,,,,,,,,,,,,,,
428,agua limosa,Iamos,Famosa,mo,IAMOS,nio alludamos,moyeu,Formosa,pos-,Mos-,Viemos,Mos,Famosos,,,,,,,,,,,,,,,,,
429,apelrechar,Charneca,"Ir-
cha",hrchanja,Rocha,chamma,Funchal,Achas,cha-,ha-de,,,,,,,,,,,,,,,,,,,,
430,ge do Lnrg,j la,lages,"lages do
pateo",lages do Largo,,,,,,,,,,,,,,,,,,,,,,,,,
431,ILourengeo-em,Ourelo,Louredo,Louren,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Convidado,Vivaonle,canvivia,Conviviam,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Pereira...,"t
pereira",Pereira Mas,i barreira,Cerejcira,0O Pereira,PEreira,Carreira,Pereira da Rosa,poeira;-e,Pereira Ii,pereira,Terceira,Pereira,I'pereira,,,,,,,,,,,,,,,
434,Terreiro da Lou,Terreiro da LOuca,Terreiro do ao,Terreiro l LUcta,Terreiro l LUcta l,aterre,Toreiro-hnne,Terreiro-sobe,Terreiro,Terreiro da oUtra,Terreiro do Pano,,,,,,,,,,,,,,,,,,,
435,Conselheiro Costa Barroso,acostiadu,Encostou,Costa ue,costernado,Costa,,,,,,,,,,,,,,,,,,,,,,,,
436,Arcos,N,I)o-,Arco-,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Colera,litlerario,Mlertola,cederamn,Intoleravel,d'hera,lEra,,,,,,,,,,,,,,,,,,,,,,,
438,"ala-
mello",Leanlro  Bello,Tordezello,"Re-
bellos",lLop0,Mindello,Bello,tornzello,,,,,,,,,,,,,,,,,,,,,,
439,n'este Agosto,Agosto,rio sol d'Agosto,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Linho,Caminho de Ferro,"ca-
minho",Caminha,Caminho,,,,,,,,,,,,,,,,,,,,,,,,,
441,lle recsistia,a10 StIA;,dynastia d'Aviz,Dynastias,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Algarve,Galilea,orangal,Gallo,gales,garygalheia,Al,l)usado le Galilea,GA,mattagal,gal,,,,,,,,,,,,,,,,,,,
443,almcjira,Almeida,almenira luziram,Meninos,almenira,,,,,,,,,,,,,,,,,,,,,,,,,
444,Almas,"palmas
lalirantes",almada,palma0,Almodovr,dalma,palmas,,,,,,,,,,,,,,,,,,,,,,,
445,Obra,abrazaa,Brazil,braza,braz,,,,,,,,,,,,,,,,,,,,,,,,,
446,vErso,Remorsos bracos d'olln,sos,versOs,,,,,,,,,,,,,,,,,,,,,,,,,,
447,ILreuco,ILlremcnle,Ilrayaes,Ilres,Enlre,,,,,,,,,,,,,,,,,,,,,,,,,
448,Saboya,Sabes,taberna,saber1,Saber,Sabedor,,,,,,,,,,,,,,,,,,,,,,,,
449,lucta,Quc,quc,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Hotel Central,Hotel,Central,hotel Central,,,,,,,,,,,,,,,,,,,,,,,,,,
451,lanear,inlerpelland,Mlanelsinho,i janella,llanella azul,janellinha,melaneholia,Ilanella,,,,,,,,,,,,,,,,,,,,,,
452,ILoueneo Mendes Milhares,Gongcalo Mendes,Sua mExe,oceano Mendes,"Orgulho Mendes
Ramnires",Goncalo Mendes,Mendes,alo Mendes,,,,,,,,,,,,,,,,,,,,,,
453,Mendo de SObreiros,Jose Mendonca,Comendador,Mlendouea,Mlendongcas,Menezes,u Mendonca,Mendigo,"Marques
Rosendo",Moendo aes,Mendon,Mendonca,recebendo0,Torcendo,Comendador Rocio RBaros,Mendo,,,,,,,,,,,,,,
454,C1 UI1 hu Claro ma,Est claro,dc,Claro-Sol,dcclaro,,,,,,,,,,,,,,,,,,,,,,,,,
455,FIRMe,Firmava,E0,firme0,,,,,,,,,,,,,,,,,,,,,,,,,,
456,vindima,suspendia,"sa-
cudindo",fundia,india,InDigna,Vendia,balburdia,India,,,,,,,,,,,,,,,,,,,,,
457,i Saia leonor,formoso Leonel,leonor,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,d'alvaro,Alvaralhao,Alvaralhio,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,d'm,Marvila,d'Marvila,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Vicente,dentes;-e,Mente-M6r,Oriente,Sentia,Sentia sEn-,Iacatent,Fuente-Guihal,Cent0-,enT-,entlilnenlt0,Ilamueente,Ent,rasgadamuente,,,,,,,,,,,,,,,,
461,Dentro,Centro da Coragem,petroleo,sangue.- Entro,Centro,Entro,,,,,,,,,,,,,,,,,,,,,,,,
462,Ia,Ideia,"Areia
cegas",Meia,Goueia,Areia,Veia,Cadeia,eia,,,,,,,,,,,,,,,,,,,,,
463,"Quarto-nu
j nio refervia",Quarta,Quarto-nu,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,soph,r0Sa Sopa,Sopa,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Tenho,casa da senhora sua mana,Senhores,Senhoria,tr senhor,nenhua,Saia Senhor,hordu,da senhora l,senhora da ostrad,Senhora,nio senhor,,,,,,,,,,,,,,,,,,
466,Tecedciras,Casimira,Sim Mas,lamiras,ADMIRAS,Casimiras,,,,,,,,,,,,,,,,,,,,,,,,
467,Ilamnejou,Cortejo,Vejo,Alemtejo,Tejo,,,,,,,,,,,,,,,,,,,,,,,,,
468,Cascaes,Ficaes,caevas,Caes,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"Goncalo Ia-
ires",Concalo,"Goncale
n'um rijo branca",El-Rei - Goncale,Guncalo,Goncalio,Goncalol,rio dc Goncalo,Goncale,Gongcalo,Entao Goncalo,Goncalinhol,Goncnlo,Goncalinho,Goncalo,,,,,,,,,,,,,,,
470,1I,T:-s-convuls,coniroversia,conversando0,converS1I,,,,,,,,,,,,,,,,,,,,,,,,,
471,bAixo,"Lopo de
bAixo",I(6,BAixa,baix,Baixo,,,,,,,,,,,,,,,,,,,,,,,,
