cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
442.0,Ourelo,ILourengeo-em,Louredo,Louren,,,,,,,,,,,,,,,,,,,,,,,,
443.0,"fund
do jardim...",u marmore do lavatrio,terraco do jardim,"pedra do jardim
debaixo",Jardim,ore do jardim,ge do Lnrg,,,,,,,,,,,,,,,,,,,,,
444.0,Tit6,TIt6,Tit6-,Tit,,,,,,,,,,,,,,,,,,,,,,,,
445.0,U SIM1ClhS  cRian,Simples,Sim,Sim Mas,,,,,,,,,,,,,,,,,,,,,,,,
446.0,cantiga noVa,boa nova de prestes soccorros,saiasita nova,naqtuella nova,boa nova,,,,,,,,,,,,,,,,,,,,,,,
447.0,Novellia,Novellas,Cotovelo,Novellal Co-,Nwvella,Novella,Novclla,Novellal,Novellasinh,,,,,,,,,,,,,,,,,,,
448.0,n'outro,l)outro,noutra,,,,,,,,,,,,,,,,,,,,,,,,,
449.0,assumpto,Hgypto,,,,,,,,,,,,,,,,,,,,,,,,,,
450.0,Concelho,Conecelho,Ceo accusa,Sr. dminislradur do Concelho affirmo,Concelho affirmo,,,,,,,,,,,,,,,,,,,,,,,
451.0,Hem,Tam-,"Tam-
hem","Tam-
cem j ha",,,,,,,,,,,,,,,,,,,,,,,,
452.0,Conto,Contudo Porta-,Contiuu,Contrasta,conheeel,consontia,Con-,contendo:-,i cons0-,contribioes,cont,Contraria,Cont,,,,,,,,,,,,,,,
453.0,Levar,urze,varzea,,,,,,,,,,,,,,,,,,,,,,,,,
454.0,Ihe,"IYIIHES
y0",,,,,,,,,,,,,,,,,,,,,,,,,,
455.0,Sabelor,"Sa-
belo",Pelo,Belo,t elo,,,,,,,,,,,,,,,,,,,,,,,
456.0,relogio-de-Sol,relogio da Camara,Relogio,,,,,,,,,,,,,,,,,,,,,,,,,
457.0,Coragem,Coraon,cora0 azul,loche azul,,,,,,,,,,,,,,,,,,,,,,,,
458.0,Sobe,etu,sobrecnsa,Sobretudo,sobretudo0,,,,,,,,,,,,,,,,,,,,,,,
459.0,RAMIIIES,IIMIIIES,IYMIIBES,IYMIIIE,RIIES,IYMIIIES,IIYMIRH,,,,,,,,,,,,,,,,,,,,,
460.0,I'ego ds Belas,Pego,l'ego,,,,,,,,,,,,,,,,,,,,,,,,,
461.0,pens0,apenas0,penedia,penna,Pena,,,,,,,,,,,,,,,,,,,,,,,
462.0,Treixedu,Treixelol,eil,,,,,,,,,,,,,,,,,,,,,,,,,
463.0,Imp,rossio,improssiono,,,,,,,,,,,,,,,,,,,,,,,,,
464.0,Gon-,gOn-,gon,,,,,,,,,,,,,,,,,,,,,,,,,
465.0,Raos,Iaoscrlinre,Aos,,,,,,,,,,,,,,,,,,,,,,,,,
466.0,vergastu,crge n,vergel,,,,,,,,,,,,,,,,,,,,,,,,,
467.0,Sao,n'este Agosto,rio sol d'Agosto,Agosto,,,,,,,,,,,,,,,,,,,,,,,,
468.0,Terreiro da oUtra,Terreiro do Pano,Terreiro do ao,Terreiro-sobe,Terreiro da Lou,Terreiro,aterre,Terreiro da LOuca,,,,,,,,,,,,,,,,,,,,
469.0,Sonhaste,LiSonja,s0riso-em,sia risonha,,,,,,,,,,,,,,,,,,,,,,,,
470.0,Scrpftu-,ste saira,re salve  ra-,Sair,,,,,,,,,,,,,,,,,,,,,,,,
471.0,Agora-,MOnte-Agora,-Ag0r,Mante-Agora,,,,,,,,,,,,,,,,,,,,,,,,
472.0,piedade,soledade,Piedade,,,,,,,,,,,,,,,,,,,,,,,,,
473.0,pur,lusco fusco,cscopur,En pesco i,,,,,,,,,,,,,,,,,,,,,,,,
474.0,acredito,Maldito,aldca,,,,,,,,,,,,,,,,,,,,,,,,,
475.0,Craqucde,Craue-,Craqutde,Craquede,Craquile-,Duraque,Craque-,Fraqueza,,,,,,,,,,,,,,,,,,,,
476.0,Dize I.,"ma revoa-
da de perdizes",Dizer,,,,,,,,,,,,,,,,,,,,,,,,,
477.0,Monarchia,Mlalchior,Archio,Archivo da Casa,,,,,,,,,,,,,,,,,,,,,,,,
478.0,Noella-recebeu do manh,Una manh,manh4,Manh,Amanh,,,,,,,,,,,,,,,,,,,,,,,
479.0,Waltor,"alto cu-
heeit",ceu alto,Alto,salto i,chapeo alto,,,,,,,,,,,,,,,,,,,,,,
480.0,Grata,pRata,Prata,,,,,,,,,,,,,,,,,,,,,,,,,
481.0,chut,estrebuchaudo,"buchechudo
bar6o",,,,,,,,,,,,,,,,,,,,,,,,,
482.0,Santa Direita,Torre de anta Direita,dc sAnta Direita,Direita,Cavalleiros de Santa Direita,Tallan Honra de anta Direita,"Santa
Direita",Direita-,Santa Direita Iielmente,"santa
Direita",torre le Santa Direita,santa Direita,Santa-Direita,Santu Direita,,,,,,,,,,,,,,
483.0,Emfim,eMfim,,,,,,,,,,,,,,,,,,,,,,,,,,
484.0,la Honra,Honra de Parede,Honra,,,,,,,,,,,,,,,,,,,,,,,,,
485.0,Set,embrulhado,Dezembro,"1I
sete",Setembro,Novembro,,,,,,,,,,,,,,,,,,,,,,
486.0,Truetcsindo,Lindo,"sa-
cudindo",Iructasindo,Iructczindo Iamircs,Tcso,Tructcsindo,,,,,,,,,,,,,,,,,,,,,
487.0,Mos-,Formosa,Viemos,Mos,,,,,,,,,,,,,,,,,,,,,,,,
488.0,immensissima,immensos,immenso cidad0,Imensa,,,,,,,,,,,,,,,,,,,,,,,,
489.0,copo0-,"copo0-
su",,,,,,,,,,,,,,,,,,,,,,,,,,
490.0,abrazaa,Brazil,braza,braz,,,,,,,,,,,,,,,,,,,,,,,,
491.0,b)as,I)as,,,,,,,,,,,,,,,,,,,,,,,,,,
492.0,nellas,"du
I'ella",Cellas,Noella,opcraria n'ella,"us chi-
ellas",Cellas l ull,cautella,Filas,N'ellas,vivem I'ella,Capella,inlerpelland,cautclla dum,Ellas,bella mulher,,,,,,,,,,,,
493.0,Santa-correia rei-,"correia
dum1 latego",Correio,Santa-correia,,,,,,,,,,,,,,,,,,,,,,,,
494.0,Lagrimas,lagrimas,,,,,,,,,,,,,,,,,,,,,,,,,,
495.0,Yoceecte,Cter,Carecter,,,,,,,,,,,,,,,,,,,,,,,,,
496.0,Iructesindo,Tructesiutdo,Tructezindo,Tructesindu,Trctesindo,Tretesinio,Tructezindu,Tructesinudo,Tructesindo,Torre o velho Truclesindo,Tructesino,Antigo Tructesindo,"Tructesintol
Confiae",,,,,,,,,,,,,,,
497.0,MIL1.T CA  RWIIER,IL0g0,RMIlS,MiL0,MIl-,,,,,,,,,,,,,,,,,,,,,,,
498.0,hurrinho,tonealinho,Linho ...,Cmuolino,Junho,Audrcsinho,Pelourinho,Gonalinho,carinho0 antigo,Linho,,,,,,,,,,,,,,,,,,
499.0,Feitor-mor das Alfandegas,Cruz das Almas,Cez das Almas,Cruz,,,,,,,,,,,,,,,,,,,,,,,,
500.0,"Pintar-
nho enfiado",Pintainhan,Pintainho,Imnedintaienlle,,,,,,,,,,,,,,,,,,,,,,,,
501.0,Rio Velho,"Rio Velho
Fnsaiou",Fnvelheeeram,Baluarte-Velho,Velhos,Velho...,Melhor,,,,,,,,,,,,,,,,,,,,,
502.0,Inef,iMagines,Imagina,,,,,,,,,,,,,,,,,,,,,,,,,
503.0,Visconde do Rio-MAnso,lio-Manso,io-Mans,"Visconde de
Rio-Manso",Manso,Rio-Manso,,,,,,,,,,,,,,,,,,,,,,
504.0,Sil,adrcsilva,volveu:- Oh,Silves,,,,,,,,,,,,,,,,,,,,,,,,
505.0,II.STRECH,ILLUS1,Casa illustre,ILLUStRE,ILLUSTRE,ILLUSTrE,ILLuSTRE,,,,,,,,,,,,,,,,,,,,,
506.0,Aministrador do Concelho,Aministrador,palradora con-,Ainistrador,lministrador,Administrador,,,,,,,,,,,,,,,,,,,,,,
507.0,"de-
cristo",Principes da Christandade,Christo,Christaos,Christais,,,,,,,,,,,,,,,,,,,,,,,
508.0,Templosinho du Amor,Templo,Tempos,,,,,,,,,,,,,,,,,,,,,,,,,
509.0,Te-Deum,adeus%,Deus,,,,,,,,,,,,,,,,,,,,,,,,,
510.0,Iadeircnta,Ribeira,cnsageira,Maneiras,ladeira de S. vento,Salgadeira,poeira;-e,flieira,caldeira,Madeira,Terceira,,,,,,,,,,,,,,,,,
511.0,Estado,dEputado,Affrontado,Coitado,merc do Estado,Tado,"dep- 
tadon",,,,,,,,,,,,,,,,,,,,,
512.0,Infancia,Principe,"ma
ncia vidrada",Provincia,Mloguncia,lulma ancia,vincia,,,,,,,,,,,,,,,,,,,,,
513.0,Apezar,rcatnlis,u Cata,catape,,,,,,,,,,,,,,,,,,,,,,,,
514.0,Culos,Eleitoraes do Circulo,Hoste Rculo,Circulo,Circulos,,,,,,,,,,,,,,,,,,,,,,,
515.0,"compridas-
sos antigos",Ferida,Comprida,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,Boa Miss Filhos,Filhos,Brilho-,Filho-,Filho-d'Algo,,,,,,,,,,,,,,,,,,,,,,,
517.0,rabear,taberna,Saboya,saber1,Sabedor,Sabes,Saber,,,,,,,,,,,,,,,,,,,,,
518.0,Novas le Tulos,Novas de Tolosa,Novas,,,,,,,,,,,,,,,,,,,,,,,,,
519.0,TiO,Sitio-,Tio,,,,,,,,,,,,,,,,,,,,,,,,,
520.0,kFra,fra,FraIue,Fra,,,,,,,,,,,,,,,,,,,,,,,,
521.0,cemiterio da Villa,"Culo novo do
cemiterio",Cemiterio,,,,,,,,,,,,,,,,,,,,,,,,,
522.0,Futuro,eUropa,dUro,Europa,,,,,,,,,,,,,,,,,,,,,,,,
523.0,Litteratura,Aturar,Magistratura,Formatura,littwratura,Littcratura,,,,,,,,,,,,,,,,,,,,,,
524.0,aspeto,espetam0,esper0,,,,,,,,,,,,,,,,,,,,,,,,,
525.0,"Espa-
nha n'uma pandega",Crispa,trespassado,a4pa-,Espa-,,,,,,,,,,,,,,,,,,,,,,,
526.0,entlilnenlt0,Iacatent,Ent,enT-,,,,,,,,,,,,,,,,,,,,,,,,
527.0,annaes da l,cannaviaes,Annaes,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,lord,"llorzihal
t0",Flores,Flor,,,,,,,,,,,,,,,,,,,,,,,,
529.0,Ins,us confins,rins,Corin-,,,,,,,,,,,,,,,,,,,,,,,,
530.0,Vivaonle,club,cLub,,,,,,,,,,,,,,,,,,,,,,,,,
531.0,"k nio sc
tcnselava","ue nio der-
ribara",ce eu nio,sta nio,coraci nio,i Nio,,,,,,,,,,,,,,,,,,,,,,
532.0,Irm-,Irmio,irm,,,,,,,,,,,,,,,,,,,,,,,,,
533.0,Norunhu,nenhua,Venha,Nunen,,,,,,,,,,,,,,,,,,,,,,,,
534.0,Mloahitas,mis ahi,"RE
ahi",ahi,Ahi,"1F
d'ahi n'uma ba",AhI,ra ahi,,,,,,,,,,,,,,,,,,,,
535.0,Gonal,Gunal,Uaonalo,DIagonal,eglonalista,peonage,Gonal0,Gonalol,,,,,,,,,,,,,,,,,,,,
536.0,alcunha5,Cunhaes,Cunhas,Cunha,,,,,,,,,,,,,,,,,,,,,,,,
537.0,ponta da sobrinha,Andorinha,Yieirinha,Torre Vidveirinha,Vidcirinha,Iibeirinh,Yileircinhal,Vileirinha,boeirinha,Ribeirinha,Yiduilrinha,lu Vileirinha,Vitcirinha,0O Yidoirinha.l-Correu alsrocadamente i,Vidceirinha,Yleirinha,,,,,,,,,,,,
538.0,Furia,iria.-,Inquirir,Iria,,,,,,,,,,,,,,,,,,,,,,,,
539.0,Frade,lacradu,ti-,1ti-frade,,,,,,,,,,,,,,,,,,,,,,,,
540.0,prometteu decoralr,mctte,mettc,prometteu,metteu,commette,,,,,,,,,,,,,,,,,,,,,,
541.0,lEmbra,genebra,bra0s,Obra,"alvoroto da bra-
ga curta",Bravo,Vibra,,,,,,,,,,,,,,,,,,,,,
542.0,Thessalonica,piponice,Anica,Chronica,,,,,,,,,,,,,,,,,,,,,,,,
543.0,"sobreveste ne-
gra",Leves,Deves,,,,,,,,,,,,,,,,,,,,,,,,,
544.0,lapides,lapis,pac,lapide,,,,,,,,,,,,,,,,,,,,,,,,
545.0,desgra,mattagal,desgragal,,,,,,,,,,,,,,,,,,,,,,,,,
546.0,"Ilenriqurcs
Ahalou",mcxcriquice,MIoeambique,toriquete,Manrique,,,,,,,,,,,,,,,,,,,,,,,
547.0,lyra,LYra,,,,,,,,,,,,,,,,,,,,,,,,,,
548.0,Vae,Ilrayaes,Bravaes,"Bra-
vaes",vaes,,,,,,,,,,,,,,,,,,,,,,,
549.0,vieira granada,vieira da barbeita,Hlihecira do Coice,ribeira do Doce,"rcimeira dos
mnorrioes",vieira do casc,chamin do candieiro,,,,,,,,,,,,,,,,,,,,,
550.0,Pereira Brazileiro,"la-
beira ale","Pe-
beira amigo':",Brazileiro,"Pe-
beira brazileiro",,,,,,,,,,,,,,,,,,,,,,,
551.0,calc branca,Brancos,i branca pelle,"Goncale
n'um rijo branca","S. bRanco...
carlos",Jogo Brando do Midos,Branca-Vento,branca0,qne u la branquuava,ent branca,,,,,,,,,,,,,,,,,,
552.0,lleicao,kleicao,,,,,,,,,,,,,,,,,,,,,,,,,,
553.0,Yillaverde,Caso Verde,Yalverdc,Valerde,chi verde,elo Verde,Valrerde,Valverde,damasco verde,Valverde-,portinha verde,Verde,,,,,,,,,,,,,,,,
554.0,Re-,re-,,,,,,,,,,,,,,,,,,,,,,,,,,
555.0,Vejo,Alemtejo,Tejo,Cortejo,,,,,,,,,,,,,,,,,,,,,,,,
556.0,Grande Ainda,--Vi DEus Grande d,Ande,Grande Caval-,"grande
belleza",Tanque-Grande,Grande,,,,,,,,,,,,,,,,,,,,,
557.0,Ilosa,llosa,visiahanca da llosa,,,,,,,,,,,,,,,,,,,,,,,,,
558.0,llamildel,Gramilde,"HAMIIIE
de Humilde",,,,,,,,,,,,,,,,,,,,,,,,,
559.0,firme0,Firmava,FIRMe,,,,,,,,,,,,,,,,,,,,,,,,,
560.0,"T tens ci
agua",gagujo,agua limosa,"Se-
or ate i borda da agua lodosa",Igual,Guadiana,Agua,,,,,,,,,,,,,,,,,,,,,
561.0,puderosalt,ascorosa aventesma,IUosa,Foros,Temerosa,Livros,pavorosa,Scvcrosa,Pedrosa,Vidros,Rosa,,,,,,,,,,,,,,,,,
562.0,ut vozeria,du Loleria,Galeria,Loleria,,,,,,,,,,,,,,,,,,,,,,,,
563.0,reeoniliaeio,Iaee,Iaeo,,,,,,,,,,,,,,,,,,,,,,,,,
564.0,Fl-lei,Largo dEl-lei,El-lei,,,,,,,,,,,,,,,,,,,,,,,,,
565.0,bAnco Ilypotheca-,"Conselhos do
Banco Ilypotluecario:-e",Juec,,,,,,,,,,,,,,,,,,,,,,,,,
566.0,irubulho,"Orgulho Mendes
Ramnires",remergulhou,Julho,Orgulho,,,,,,,,,,,,,,,,,,,,,,,
567.0,Gutiorres,Guticrres,Gutiecrres,Gutierres,,,,,,,,,,,,,,,,,,,,,,,,
568.0,Capitulo,Capilulos,Capitanea,Pitta,Hospital,Capital,,,,,,,,,,,,,,,,,,,,,,
569.0,"loja d
panoS",Pano,Anostols,Panos,,,,,,,,,,,,,,,,,,,,,,,,
570.0,Largo do Chafariz,Chafariz...,Chafariz,,,,,,,,,,,,,,,,,,,,,,,,,
571.0,Remarigcs,Livraria,prado dAria,MAriquinhas,Saneharia,Maricas,Alugaria,Inuncaria,Tabacaria,MAria da Gra,Ave-Maria,Tartaria,MAria,,,,,,,,,,,,,,,
572.0,Secretaria,Seeretario Geral,Vigario Geral,Secretario Geral,,,,,,,,,,,,,,,,,,,,,,,,
573.0,iarejando,csfurucando,cacarolas,quando0,caracolando,Landim,atacando0,rolando0,,,,,,,,,,,,,,,,,,,,
574.0,"U
desar0l",IDES,desenrolira,desse-1,Desejo,Des,,,,,,,,,,,,,,,,,,,,,,
575.0,Iranguinha,Guiio,esguio,Borguinhio,CgUin,,,,,,,,,,,,,,,,,,,,,,,
576.0,Afian-,Can-,Gan-,Quan-,Lan-,tanger,tan-,,,,,,,,,,,,,,,,,,,,,
577.0,Reino,Sino de anlua,venho de Reis,Reino de .4/,,,,,,,,,,,,,,,,,,,,,,,,
578.0,Mioirama,Toi,Moira-,tlivoirn,toira,,,,,,,,,,,,,,,,,,,,,,,
579.0,Caminha,Caminho de Ferro,"ca-
minho",Caminho,,,,,,,,,,,,,,,,,,,,,,,,
580.0,nuca,Ca-,arouca,Louca-,,,,,,,,,,,,,,,,,,,,,,,,
581.0,"nio
s6",nio alvorolar,Nio,iradignio,nio,,,,,,,,,,,,,,,,,,,,,,,
582.0,Bocca,telegapho,Delegado,belegado,,,,,,,,,,,,,,,,,,,,,,,,
583.0,"to se-
gu0",Nosso,"se-
hor","Nosso Se-
hor",,,,,,,,,,,,,,,,,,,,,,,,
584.0,feljoal,Gouvcia,Joao Gou-,IJoa,Joao Gouvcia,,,,,,,,,,,,,,,,,,,,,,,
585.0,Quaes,Ficaes,Cascaes,caevas,Caes,,,,,,,,,,,,,,,,,,,,,,,
586.0,Teixeira de Carredes,"ribeira de
Crede","Teixeira de
Carredes",,,,,,,,,,,,,,,,,,,,,,,,,
