cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25
459,acredito,Maldito,aldca,,,,,,,,,,,,,,,,,,,,,,,
460,Craqucde,Craue-,GA,Craqutde,Craquede,Craquile-,Duraque,Craque-,l-,Fraqueza,,,,,,,,,,,,,,,,
461,Dize I.,"ma revoa-
da de perdizes",el,Dizer,,,,,,,,,,,,,,,,,,,,,,
462,chi,Monarchia,Archio,Archivo da Casa,,,,,,,,,,,,,,,,,,,,,,
463,Iaee,Iaeo,,,,,,,,,,,,,,,,,,,,,,,,
464,Cerqueira,"Quinta
feira",es,cnsageira,Ccrqueira,Fronteira,"Seira
I168",Esgueirar,poeira;-e,cuo,flieira,Terceira,,,,,,,,,,,,,,
465,Noella-recebeu do manh,Una manh,manh4,mand,Manh,Amanh,,,,,,,,,,,,,,,,,,,,
466,vi-,ste,voss,vosste,voss2,Vosste,,,,,,,,,,,,,,,,,,,,
467,Waltor,OS6,alteulnd,"alto cu-
heeit",ceu alto,Alto,br,salto i,chapeo alto,,,,,,,,,,,,,,,,,
468,Jornal,jornaes,Jornaes,A-,,,,,,,,,,,,,,,,,,,,,,
469,Grata,pRata,Prata,,,,,,,,,,,,,,,,,,,,,,,
470,Franga,gal,d'espcranga,orangal,,,,,,,,,,,,,,,,,,,,,,
471,chut,estrebuchaudo,"buchechudo
bar6o",grduch,,,,,,,,,,,,,,,,,,,,,,
472,lumbeetm,nuca,Goucalo,Goucaloe,arouca,Goucalinho,Louca-,,,,,,,,,,,,,,,,,,,
473,la Honra,Honra de Parede,Honra,,,,,,,,,,,,,,,,,,,,,,,
474,Truetcsindo,lucta,Lindo,"sa-
cudindo",Iructasindo,Iructczindo Iamircs,Tcso,Tructcsindo,,,,,,,,,,,,,,,,,,
475,E8,Mos-,Formosa,Viemos,Mos,,,,,,,,,,,,,,,,,,,,,
476,immensissima,Al,immensos,immenso cidad0,Imensa,,,,,,,,,,,,,,,,,,,,,
477,Almodovr,Ir-,almofada,Almocei,,,,,,,,,,,,,,,,,,,,,,
478,abrazaa,Brazil,braza,braz,,,,,,,,,,,,,,,,,,,,,,
479,Crassa,Yuss,Russa,,,,,,,,,,,,,,,,,,,,,,,
480,nellas,"du
I'ella",Cellas,Noella,opcraria n'ella,"us chi-
ellas",Cellas l ull,cautella,Filas,N'ellas,vivem I'ella,Capella,inlerpelland,Ellas,bella mulher,,,,,,,,,,,
481,"se-
girand",Miranda,diran,Miranda  j,girand,,,,,,,,,,,,,,,,,,,,,
482,Iructesindo,Tructesiutdo,Tructezindo,Tructesindu,Trctesindo,Tretesinio,Tructezindu,Tructesinudo,Tructesindo,Torre o velho Truclesindo,Tructesino,Antigo Tructesindo,"Tructesintol
Confiae",,,,,,,,,,,,,
483,MIL1.T CA  RWIIER,RMIlS,IRYMIlIEi,MiL0,MIl-,,,,,,,,,,,,,,,,,,,,,
484,hurrinho,tonealinho,Linho ...,Junho,Pelourinho,Gonalinho,carinho0 antigo,Linho,,,,,,,,,,,,,,,,,,
485,Porto,Torto,Portolla,porto,i Portolla,Conforto,porta l1 sta,pOrto,"Portolla ai
TOrre",,,,,,,,,,,,,,,,,
486,Feitor-mor das Alfandegas,Cruz das Almas,Cez das Almas,Cruz,,,,,,,,,,,,,,,,,,,,,,
487,Inef,Sohre,lima,iMagines,magro0,Imagina,,,,,,,,,,,,,,,,,,,,
488,Visconde do Rio-MAnso,lio-Manso,c1,io-Mans,"Visconde de
Rio-Manso",Manso,Rio-Manso,,,,,,,,,,,,,,,,,,,
489,madre Hstevani-,Padre,bom Padre Sueiro,colpadre,Madre,padre Subir,padre,,,,,,,,,,,,,,,,,,,
490,Ptgas,Vigas,Diga,,,,,,,,,,,,,,,,,,,,,,,
491,Aministrador do Concelho,I10,Aministrador,Ainistrador,lministrador,Administrador,,,,,,,,,,,,,,,,,,,,
492,"de-
cristo",Principes da Christandade,Christo,Christaos,Christais,,,,,,,,,,,,,,,,,,,,,
493,"ce
empletava",Templosinho du Amor,Templo,Tempos,,,,,,,,,,,,,,,,,,,,,,
494,bebedo,"Snr
Ilegedor",elteger,Sabedor,egedor,,,,,,,,,,,,,,,,,,,,,
495,Ieus,coa,Te-Deum,adeus%,Deus,,,,,,,,,,,,,,,,,,,,,
496,Iadeircnta,Im,Tecedeiras,ladeira de S. vento,Salgadeira,caldeira,Madeira,bigodeira,,,,,,,,,,,,,,,,,,
497,dEputado,Affrontado,estado,Coitado,Tado,"dep- 
tadon",,,,,,,,,,,,,,,,,,,,
498,Infancia,Principe,"ma
ncia vidrada",Provincia,Mloguncia,lulma ancia,vincia,,,,,,,,,,,,,,,,,,,
499,Fgadelos,telegapho,Delegado,belegado,,,,,,,,,,,,,,,,,,,,,,
500,Apezar,u Cata,ILouatasl,catape,,,,,,,,,,,,,,,,,,,,,,
501,pasmava,Usava,Libertava,labutava,recuavan,C CUIIS0rVava,tufava,"a-
tulhava",,,,,,,,,,,,,,,,,,
502,Culos,Eleitoraes do Circulo,Hoste Rculo,Circulo,Circulos,,,,,,,,,,,,,,,,,,,,,
503,"compridas-
sos antigos",Ferida,Comprida,,,,,,,,,,,,,,,,,,,,,,,
504,Boa Miss Filhos,Filhos,Brilho-,Filho-,Filho-d'Algo,,,,,,,,,,,,,,,,,,,,,
505,Novas le Tulos,Novas de Tolosa,Novas,,,,,,,,,,,,,,,,,,,,,,,
506,TiO,Sitio-,Tio,,,,,,,,,,,,,,,,,,,,,,,
507,cemiterio da Villa,"Culo novo do
cemiterio",Cemiterio,,,,,,,,,,,,,,,,,,,,,,,
508,Futuro,eUropa,dUro,Europa,,,,,,,,,,,,,,,,,,,,,,
509,Litteratura,Aturar,Magistratura,Formatura,littwratura,Littcratura,,,,,,,,,,,,,,,,,,,,
510,aspeto,quietaeao,Julieta-,espetam0,esper0,,,,,,,,,,,,,,,,,,,,,
511,"Espa-
nha n'uma pandega",Crispa,trespassado,a4pa-,Espa-,,,,,,,,,,,,,,,,,,,,,
512,entlilnenlt0,Iacatent,Cent0-,Ent,enT-,,,,,,,,,,,,,,,,,,,,,
513,annaes da l,cannaviaes,Nu,Annaes,,,,,,,,,,,,,,,,,,,,,,
514,Ins,rins,Corin-,,,,,,,,,,,,,,,,,,,,,,,
515,club,cLub,,,,,,,,,,,,,,,,,,,,,,,,
516,"k nio sc
tcnselava","ue nio der-
ribara",Ponto Nio,ce eu nio,sta nio,coraci nio,i Nio,,,,,,,,,,,,,,,,,,,
517,Comendador,comezaina,Comedia,come0a,Comendador Rocio RBaros,,,,,,,,,,,,,,,,,,,,,
518,Irm-,NUs,Irmio,irm,,,,,,,,,,,,,,,,,,,,,,
519,nenhua,Venha,Nunen,,,,,,,,,,,,,,,,,,,,,,,
520,Gonal,Uaonalo,DIagonal,eglonalista,Gonal0,Gonalol,,,,,,,,,,,,,,,,,,,,
521,alcunha5,Cunhaes,Cunhas,Cunha,Ii,,,,,,,,,,,,,,,,,,,,,
522,Frade,Amizade,lacradu,io,ti-,1ti-frade,d'm,i,,,,,,,,,,,,,,,,,,
523,prometteu decoralr,mctte,mettc,prometteu,metteu,commette,,,,,,,,,,,,,,,,,,,,
524,Thessalonica,piponice,Anica,Chronica,,,,,,,,,,,,,,,,,,,,,,
525,"sobreveste ne-
gra",Leves,Silves,Deves,,,,,,,,,,,,,,,,,,,,,,
526,lapides,lapis,lapide,,,,,,,,,,,,,,,,,,,,,,,
527,"Ilenriqurcs
Ahalou",mcxcriquice,MIoeambique,toriquete,Manrique,,,,,,,,,,,,,,,,,,,,,
528,jejltt,b)as,I0,llamildel,Gramilde,"HAMIIIE
de Humilde",,,,,,,,,,,,,,,,,,,,
529,Hnmi-,"triumpho dessa mi-
seria-- cnsadores","Hnmi-
res",,,,,,,,,,,,,,,,,,,,,,,
530,Vae,Ilrayaes,Bravaes,suor,"Bra-
vaes",vaes,,,,,,,,,,,,,,,,,,,,
531,vieira granada,vieira da barbeita,carvalheiras do Casal No-,Hlihecira do Coice,"rcimeira dos
mnorrioes",vieira do casc,chamin do candieiro,Vo-,,,,,,,,,,,,,,,,,,
532,Pereira Brazileiro,"la-
beira ale","Pe-
beira amigo':",Brazileiro,"Pe-
beira brazileiro",,,,,,,,,,,,,,,,,,,,,
533,calc branca,Brancos,i branca pelle,"Goncale
n'um rijo branca","S. bRanco...
carlos",Branca-Vento,branca0,qne u la branquuava,ent branca,,,,,,,,,,,,,,,,,
534,II.STRECH,ILLUS1,Casa illustre,ILLUStRE,ILLUSTRE,ILLUSTrE,ILLuSTRE,,,,,,,,,,,,,,,,,,,
535,lleicao,kleicao,,,,,,,,,,,,,,,,,,,,,,,,
536,Yillaverde,Caso Verde,Yalverdc,Valerde,chi verde,elo Verde,Valrerde,Valverde,damasco verde,Valverde-,portinha verde,Verde,,,,,,,,,,,,,,
537,Re-,re-,,,,,,,,,,,,,,,,,,,,,,,,
538,Vejo,Alemtejo,Tejo,Cortejo,,,,,,,,,,,,,,,,,,,,,,
539,Grande Ainda,--Vi DEus Grande d,Ande,Grande Caval-,"grande
belleza",Tanque-Grande,Grande,,,,,,,,,,,,,,,,,,,
540,Ilosa,llosa,visiahanca da llosa,,,,,,,,,,,,,,,,,,,,,,,
541,canvivia,T:-s-convuls,Conviviam,,,,,,,,,,,,,,,,,,,,,,,
542,Cilude,Cil,,,,,,,,,,,,,,,,,,,,,,,,
543,Ioio,"T tens ci
agua",gagujo,gua a0,agua limosa,"Se-
or ate i borda da agua lodosa",Igual,Guadiana,Agua,,,,,,,,,,,,,,,,,
544,Hussia,lussia,Catharina da Russia,Iussia,,,,,,,,,,,,,,,,,,,,,,
545,Suor,ut vozeria,du Loleria,Galeria,Loleria,,,,,,,,,,,,,,,,,,,,,
546,Fl-lei,Largo dEl-lei,El-lei,,,,,,,,,,,,,,,,,,,,,,,
547,Forte,"rehentar dum
mnorteiro",I6,Fortes,Corte,Norte,Morte,Cortes,porteira,Sorte,Mlunforte,,,,,,,,,,,,,,,
548,Gutiorres,Guticrres,Gutiecrres,Gutierres,,,,,,,,,,,,,,,,,,,,,,
549,Capitulo,Capilulos,Capitanea,Pitta,Hospital,Capital,,,,,,,,,,,,,,,,,,,,
550,Panos de Severim,"loja d
panoS",Nerenos,Pano,Anostols,Panos,,,,,,,,,,,,,,,,,,,,
551,Largo do Chafariz,Chafariz...,Chafariz,,,,,,,,,,,,,,,,,,,,,,,
552,Remarigcs,Livraria,prado dAria,Saneharia,Maricas,Alugaria,Inuncaria,Tabacaria,MAria da Gra,Ave-Maria,Tartaria,MAria,,,,,,,,,,,,,,
553,Secretaria,Seeretario Geral,Vigario Geral,Secretario Geral,,,,,,,,,,,,,,,,,,,,,,
554,"U
desar0l",desgra,desolado:-,IDES,desenrolira,desse-1,Desejo,desolagio,Des,,,,,,,,,,,,,,,,,
555,Iranguinha,Guiio,esguio,Borguinhio,CgUin,Juec,,,,,,,,,,,,,,,,,,,,
556,Afian-,Can-,Gan-,Quan-,Lan-,tanger,tan-,,,,,,,,,,,,,,,,,,,
557,Reino,Sino de anlua,venho de Reis,Reino de .4/,,,,,,,,,,,,,,,,,,,,,,
558,Nlirauie,Mioirama,Toi,Moira-,tlivoirn,toira,,,,,,,,,,,,,,,,,,,,
559,Caminha,Caminho de Ferro,"ca-
minho",Caminho,,,,,,,,,,,,,,,,,,,,,,
560,"nio
s6",nio alvorolar,Nio,iradignio,nio,,,,,,,,,,,,,,,,,,,,,
561,"to se-
gu0",Nosso,"se-
hor","Nosso Se-
hor",,,,,,,,,,,,,,,,,,,,,,
562,Fntao,tao,kntao,Entao,Intao,Nntao,,,,,,,,,,,,,,,,,,,,
563,Gouvcia,"MIas o
Joao Gouveia",Joao Gou-,IJoa,Joao Gouvcia,,,,,,,,,,,,,,,,,,,,,
564,Quaes,Ficaes,Cascaes,Caes,,,,,,,,,,,,,,,,,,,,,,
565,Rio Velho,"Rio Velho
Fnsaiou",Fnvelheeeram,Baluarte-Velho,...,Velhos,Velho...,Melhor,,,,,,,,,,,,,,,,,,
566,l,guida,distrahidas:- h.,Iuidas,,,,,,,,,,,,,,,,,,,,,,
