cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
529,Imaos,hraos,mao,maos da irma,maos,,,,,,,,,,,,,,,,,
530,somma avultada,Melitava,Ialtava,Sultao,Fltava,Exultava,,,,,,,,,,,,,,,,
531,Franga,lembranga,esperangas,tranga,ranga,,,,,,,,,,,,,,,,,
532,uel,dauelh,,,,,,,,,,,,,,,,,,,,
533,Gran-lretanh,E0,"sr
160",hretanha,Gran-IBrstanha,Gran-hretanha,,,,,,,,,,,,,,,,
534,Ceclia,Cecli,,,,,,,,,,,,,,,,,,,,
535,nistcncis,ancir,visla,nio sei dislan,"ancii
daes",roancisla,,,,,,,,,,,,,,,,
536,lorge IY,Roloredo,lLord Mayor,Ilores,Ihores,flores,,,,,,,,,,,,,,,,
537,ii  sere,Eaeju,cereaes,ereaes,,,,,,,,,,,,,,,,,,
538,suavisar,Irrorisado,Tamisa,Isaae,Isa,,,,,,,,,,,,,,,,,
539,Biblia,Alianeo,Australias,nalia,gralidio,,,,,,,,,,,,,,,,,
540,ie,,,,,,,,,,,,,,,,,,,,,
541,"vo
Ga",ordinirio,Irios,irioi,suu irio,,,,,,,,,,,,,,,,,
542,ete hranco.-,Etes,etea,etec,berum sete,ete,iete,,,,,,,,,,,,,,,
543,joven padre,Pdra,Padre-nosso,"Ohl
ra um horrao",Padrao,,,,,,,,,,,,,,,,,
544,Transpunha,transformacn,esforo,rzo,transerinen,transperts brulans,transformaa,transnccles,,,,,,,,,,,,,,
545,luraei,ElIll,oura,lilura,,,,,,,,,,,,,,,,,,
546,lio da consersa anterior,Chico da Lonsi,rio da Villa,rio dn Vill,,,,,,,,,,,,,,,,,,
547,Servida,mus,observac6es,Servi,servieo d,,,,,,,,,,,,,,,,,
548,lica d'esta bureaucracia,d'essa,Yra,"qte
pensss d'esta medida",integra d'este,d'est,es d'este,razo d'esta ordem,,,,,,,,,,,,,,
549,Iechou,Chegon,chele,eche,,,,,,,,,,,,,,,,,,
550,leilor,espreilei,afleieao,Respeile,leiuo,leile,leise,,,,,,,,,,,,,,,
551,Pord6a-me,meditagoes,Cista-me,Acredite-me,Acredita-me,Acrelita,,,,,,,,,,,,,,,,
552,pe,i loja do ourives,jardim de S. Lazaro,portao do jardim,sardiniha,chamma do fogio,0 jadim,pa  do irmio,rua do jardim,,,,,,,,,,,,,
553,cataelis,Feliz,Elisiaheth,Mahel,Iahelis,,,,,,,,,,,,,,,,,
554,Ns Europa,sofis,Euroa,Iuturo,peeurls9,Europa,,,,,,,,,,,,,,,,
555,pequeno servieo,0R SYMPOAAS,Campo Pequeno,Cmpo Pequeno,,,,,,,,,,,,,,,,,,
556,"instn.-
tes",instrucgo,,,,,,,,,,,,,,,,,,,,
557,Bra-,navo,Bravol,Bravo,Bra,,,,,,,,,,,,,,,,,
558,alrouxar,"occpaRo
barhara","jnr...
Parou",Paron,Paroce,Paroece,Parou,,,,,,,,,,,,,,,
559,Imbem,Kimbri,Coimbra,,,,,,,,,,,,,,,,,,,
560,nellas,buixo da jnella,horas7 Ella,nella-quem,nella,i janella,,,,,,,,,,,,,,,,
561,Crineia,iun ausenei,enei,"nei
V0z",neI,,,,,,,,,,,,,,,,,
562,cpie,i pdie  pe,gg,neie do popsi,pie d,,,,,,,,,,,,,,,,,
563,Ent0 Iaz-me,senlimento,miovimento da irna,Bh,sentimen,restaheleeiment,iment0,,,,,,,,,,,,,,,
564,Park Benjain,gA,"es
caparan",Par,Pars,,,,,,,,,,,,,,,,,
565,sacrificr,Do Iado,Ria,criadu,criad0s,,,,,,,,,,,,,,,,,
566,Amicus,tSua amigt,Miuha,camiuho,,,,,,,,,,,,,,,,,,
567,Recolho-e,Olhom,Olhoe,,,,,,,,,,,,,,,,,,,
568,I8,Iillio,t pr,lligim,olliou pr,c-,,,,,,,,,,,,,,,,
569,Vinhs,havinm,Vinha amarello,vinhar,cmpinh doporui,lix de vinho,vinh,,,,,,,,,,,,,,,
570,terino,teri,teu cracter,loj,niysterio,excitacao anterior.- Perdo,Teri,,,,,,,,,,,,,,,
571,Nidn,Cuidns,"pa
dns",duidn,guidns,vidn,,,,,,,,,,,,,,,,
572,nio renove essn insinuaiio,Iional,irntiio,irmiio,iiaiio,irmniio,iio aeee,Viior,Iio,Iiomemn,relatiio,,,,,,,,,,,
573,Inconvenientes,Versam,Envergonho-me,convelhos,conversaa,,,,,,,,,,,,,,,,,
574,NAMILI INGLEZA,IM RAMILI INGLEZA,"RAILI INGLEZA1
Phrase insignilicante",MA FAMIILI INGLEEA,MA RMIIL.I IN6LEZA,PILI INGLEZA,"IILI INGLIEZIA
3I",PAMILI INGLBEA,olonii ingless,"FAMILI1 INGLEIA
hem fraca",ILI INCLEZA,"FMILI INGLEZA
3s
p","MA AMILI INGLEEA
I1",,,,,,,,,
575,G.Gnii,eIgg.g,G.Gce,,,,,,,,,,,,,,,,,,,
576,Telo,elc,telc,,,,,,,,,,,,,,,,,,,
577,Mts,Imos,Mos-,Sihamos,Vamos,,,,,,,,,,,,,,,,,
578,compnlicuges do lisei,im do mundo,s6 do rapaz.-bDe,Sorr do Pilar,Qem,pasa melade do anio,Serra do Piir,iilh do patro l do meu an,,,,,,,,,,,,,,
579,Shna d,impunhi,nhn io,supunhna,,,,,,,,,,,,,,,,,,
580,"Ilitlgtuem qlle eC0
r0nselho",st tuer nis sslcr,uem,uem in,inhalilitava,Ilitlgtuem,,,,,,,,,,,,,,,,
581,Entio di ca,"Forte tol
- E elle entio",violentia,mentisseIn0s,surd0s gentids,Entio,,,,,,,,,,,,,,,,
582,iralaho honridao,Uusmeralas,iralaho,,,,,,,,,,,,,,,,,,,
583,Irapalhonal...,Gonalo,Irapalhonal,,,,,,,,,,,,,,,,,,,
584,Porqnute,Porque,Porquo,Porqe,Porqut,porqu1e,,,,,,,,,,,,,,,,
585,Cdid,uis vees coyidee,Yerdi,verdsle,o.  verdide,,,,,,,,,,,,,,,,,
586,libag6es,negotcia6es,potco,,,,,,,,,,,,,,,,,,,
587,Seia,Iu-,Gs,passeiar,seia,,,,,,,,,,,,,,,,,
588,donzella ingenul,ingenle,ingenoe,,,,,,,,,,,,,,,,,,,
589,"arrastira all
alli",alls,alllicta,Quall,Allyon,,,,,,,,,,,,,,,,,
590,ess a prin,principalmenle brazileiro,Princi,Principiauva,"sg
cincin",corredor principion,principie,IM1,prin,Principie,,,,,,,,,,,,
591,hoem,emprehendel-os,tont reprehensiyo,apprehensoes l,comprehendia,eom,eomprehenden,,,,,,,,,,,,,,,
592,"ule-
tino",Qiontino,Qnentino,Qtentino,Entin,intino,io tens centinca,Qucntino,Qentino,,,,,,,,,,,,,
593,Iroixa,Irol,Expoirou,Iro,,,,,,,,,,,,,,,,,,
594,ijornal d,linal de contas,"n'csts cousas de corge
damos i opiniio alheial Ands","theatr gst
elle contos de reis",Iinal de conts,ome de cortos sentimcntos,,,,,,,,,,,,,,,,
595,r re,Mavia semre io msee,cvia plantu,celo,"Whi
iestne receheria",liavia recelido,,,,,,,,,,,,,,,,
596,-aorqlle,clle,lle,,,,,,,,,,,,,,,,,,,
597,othares conrencionaes,F,hAs tres da tarde,viha,mihares ds,,,,,,,,,,,,,,,,,
598,Cesl,Esla,lDe,Eslis,itesl,geslo,Eslsva,,,,,,,,,,,,,,,
599,apel,chatpeo,Apeidge,chapeo,,,,,,,,,,,,,,,,,,
600,pena leslejar,nio protegesle,alohad celesle,N'esle,lesla,lEsle,,,,,,,,,,,,,,,,
601,liinon on drccao,cdu,Inorte,dmino,inor,liinon,"vi-
zino",Lininor,orino,Mainoel Qneniino,cla lomino,Ino,,,,,,,,,,
602,deixout conlinuar,mutua desconlianca,conlianga,aConliaste,conliava,,,,,,,,,,,,,,,,,
603,Percebheu,se-Percehe,Mo,Percehe,,,,,,,,,,,,,,,,,,
