cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
381,Una,n'una,Gunal,Gunalo,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Alferes,"maTia
tra tres
destemido-qne",Trez,Alfcres-or,Tres,ltstre,resoou,tres almogavres,trespassado,retrescou,Ilres,,,,,,,,,,,,,,,,,,,
383,loj...,Sao pecegos...,I6,TiI6...,us pcs...,,,,,,,,,,,,,,,,,,,,,,,,,
384,coa,Coice,cscopur,CO,cco co,cOco,Cognae,buco,copi0-,,,,,,,,,,,,,,,,,,,,,
385,"Largo d`Fl-
ei",Largo d'El-el,l.arg,alargne,largu,largs,ILargo d'Fl-lei,Slarem,"alargne
form",Largo,laru,Iargo,Largo dEl-llei,largulea,Largo do Chalariz,Jargo,,,,,,,,,,,,,,
386,Oracas,"graca dos
tromitos daza",Praca,Acal,lraca,Graca,graca do sveu,graca,Snr' D. Gracu,embaracados,Nacao,,,,,,,,,,,,,,,,,,,
387,dubravu,Bravol,Bravo,brav0,avor,bravol,bravio,,,,,,,,,,,,,,,,,,,,,,,
388,"Mel-
gaco",Maco,acorcuva,lraco,tum pataco,Iraco,Nacojas,Pacos de Severim,Paco,Acor,ac,aco,raco,Faco,clueaco,,,,,,,,,,,,,,,
389,gavetao,Gazelc,Gazecta do Ioreo,Gazeta,Gzet,,,,,,,,,,,,,,,,,,,,,,,,,
390,llonra,la Honra,Ilonra,Honra,Tallan Ilonra,"llonra:-e de-
brueados",Siloneioso,,,,,,,,,,,,,,,,,,,,,,,
391,eautels du Loleria,Romperia,Clerigo,Loleria,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"joe-
lhos",toa-,"toa-
lha eom n","z-a-
L-","toa-
lha","pa-
lhioea","loriga de ina-
lha",,,,,,,,,,,,,,,,,,,,,,,
393,IL0g0,-Ag0r,g0,Ig0,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Cstello de Sana Ireneia,Santa Ireneial,Aleaova de S.ta Ireneia,Santa Ireneia,"Santa Ire-
neia",Ireneia,Castcllo de Sunta Ireneia,Santa Irencla,Santu Ireneia,Sunta Ireneia,santa Ireneia,Snnta Irenela,Pacos de Snta Ireneiu,"Santa Ire-
eia",Torre de anta Ireneia,"Santa
Ireneia",Santa-Ireneia,Santa Ireneia Iielmente,"santa
Ireneia",Paeo de tSanta Ireneia,Santa Ieneia,,,,,,,,,
395,veuda,g6da,burbudo,Iaces barbudas,buda,mudruguda,,,,,,,,,,,,,,,,,,,,,,,,
396,Coucelho,lelho,Yelha,velhota,lelhol,"mnoldura
do espelho",Yelho,jelho,Concelho,elhorira l,Relhos,Bic-Yelha,Conecelho,Torre o vyelho,rua Yelha,Ioeo Yelho,,,,,,,,,,,,,,
397,"va-
ranla",manla1,anlt0,Canla-Pelra,pelra,Canla-Podra,,,,,,,,,,,,,,,,,,,,,,,,
398,I8,Ms,msyo,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Mlendcs,Mlendongcas,"capitaao
Mlendouea","Mlen-
doncas",Mlendo de IBriteiros,Lenda,Mlendonca,Mlaria Mlendonea,Mlendigo,Mlendo,Mlendo de IBrieiros,Mlen-,,,,,,,,,,,,,,,,,,
400,1I,"d'onde
surdia",surdia,ienda surdissen,balburdia,,,,,,,,,,,,,,,,,,,,,,,,,
401,tamhem,Tamhe,Tamhcm,tamhen,,,,,,,,,,,,,,,,,,,,,,,,,,
402,vern0,ro vernelh,inllueneia do Governo,b-,gaverno,Governo,pclo tGuverno,Gaoverno,Govern Ciil,,,,,,,,,,,,,,,,,,,,,
403,Yosses,improssiono,nossna,Nosse,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Inostrou,Iino,pos linos,Iinos,Inos,Iinos cyprestes,iin-,,,,,,,,,,,,,,,,,,,,,,,
405,lngge,Sangria,sange,sange...,,,,,,,,,,,,,,,,,,,,,,,,,,
406,ian0,I N0,pahnn0,N0,n0,llymn0,,,,,,,,,,,,,,,,,,,,,,,,
407,d'alliana,l'aeos d'Aellim,sellim,d'Aellim,imellia,,,,,,,,,,,,,,,,,,,,,,,,,
408,Quero,Alhuquerue,pequerrueha tao,Affns de Alhuquerue...,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Finta-e,Ainta,Nntao,Fntao,Entao,Intao,"El-ei tem uta
quinta","pelu
cinta cm affago",Catao,kntao,,,,,,,,,,,,,,,,,,,,
410,vossl,voss2,Vosste,grossu,poss0,voss,,,,,,,,,,,,,,,,,,,,,,,,
411,pouc0,Podro,lPor,ponla,polr,po,Pohre,Poto,IPor,,,,,,,,,,,,,,,,,,,,,
412,justoln,botica,Justica,justificaya,Justiga,Justinu,,,,,,,,,,,,,,,,,,,,,,,,
413,Apezar,Vcneza,surprceza,fortaleza,leza,Therezas,nee inglez,,,,,,,,,,,,,,,,,,,,,,,
414,Currepolencias,Mloguncia,Venancia,maledicencias,inlluencia d'outru home,inlelligencia,cellencia,cnveniencia,Provincia,inlluencia ce,Intelligencia,eleguncia,lulma ancia,"si-
lencio",,,,,,,,,,,,,,,,
415,iugira,Airanle,ameagira,"se-
girand",girand,Mirandal,"Casal do
Mliranda",diran,,,,,,,,,,,,,,,,,,,,,,
416,uuirroquim,Joqulm,marroquim,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Uoimra,Loimbra,Coibra,Coimlra,coIml m1,Coimba,Cuimbra,Coirbra,Coimbrn,Cimbra,Bispo de Coimbra,Coimbra,tsombra,"Coim-
hra",Coim-,oimbra,"Coimbra
tcem",,,,,,,,,,,,,
418,Iugindo,Iructczindo Iamircs,"Tructesintol
Confiae",Truetcsindo,nto Tructesinudo,Tructezindu,Truclesiudo,gruhindo,Tructesino,Tructesindo,Tretesinio,Iructasindo,Tructezindo,Tructesindu,Tructcsindo,Iructesindo,Tructe-,Trctesindo,Tructesinudo,,,,,,,,,,,
419,IY,Yiya,Yil,"Gavonador
Ciyil",Ciyis,Ciyil,,,,,,,,,,,,,,,,,,,,,,,,
420,t nanh,manhii,MIas de manhi,Noella-recebeu do manhi,Borguinhio,anhi,tanhi,Una mnanhi,Iuantas manhis,acopanhira,,,,,,,,,,,,,,,,,,,,
421,hndr,bDr,Mro du ndre,Alexandrc,"An-
dre, scm",Flandres,"andre
Elle",Andre,Andrc,reahotoand0,Mndrc,Dr.,Londres,,,,,,,,,,,,,,,,,
422,coira,Mioirama,Olivoira,tlivoirn,d'Olivoira,,,,,,,,,,,,,,,,,,,,,,,,,
423,Lisoal,Lisoa,Lisloa,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,nuito serio,Inuito noa,Iuito,Iulito,litotl,IBrito,Inuito,tnuito,uito,sequito,Hrito,,,,,,,,,,,,,,,,,,,
425,preciusissimo,Bravissimo,lindissimo,Iravissimo,avisu,,,,,,,,,,,,,,,,,,,,,,,,,
426,"Atraz o tropcgo Ordonha
geiia",Ordonlo,Aordou,Ordonho,lonha,Ordonha,Bnrdo,Mordomo-Mlr,,,,,,,,,,,,,,,,,,,,,,
427,diantc,antcs,ent arantc,Antcs,clqantu,,,,,,,,,,,,,,,,,,,,,,,,,
428,Inleiramente,ulvorocadamente,pessiuamentel,Prioiramente quiz,"assohiando va-
gamente",Iolgadamente,divinamentel,nicamente,Pessimamente,Jiggciramente,Hirtamente,Iament,Positivamente,"Vivaln
MIagestosamente",,,,,,,,,,,,,,,,
429,Aiionsinos,Sinuto,Aflnsinos,Sino,RsInS,Icino,Hnsino,Sino de anlua,Ensino,,,,,,,,,,,,,,,,,,,,,
430,Lousadas,Caeadas,I.uuzadas,Louzadasl,Vadas,Louzadas,ahfadas,,,,,,,,,,,,,,,,,,,,,,,
431,loa,prcsloza despirilo,Ilois,Ilor,ILouatasl,grilou,Iloin,peilo,Hlica-Ilo-,Ilomnem,Ilo,Ilojc,ilorir,,,,,,,,,,,,,,,,,
432,nenhua,Nenhumal,Nenhma,Nenhm,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Cnvalleiro,braco do Cavalleiro,Cuavalleiro,"Ca-
vlleiro",Calleiro,t]e,"An-
de Cavalleiro",Cnvalliro,Cavalleir,Entia Cualleiro,Cavalleirol-Cuinhavam,avalleiro,Cavalleiros d'Ilespanha,Cavaulleiro,Uavalleiro,Cavalleiro,"Cavallei-
ro de","Caval-
leiro","Cohl  Cavallei-
ro",,,,,,,,,,,
434,l'o-,Oli-,l'oli-,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Obhi-,Phi-,Ophir,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,iidalgo.- l,iidalgo.-,lidalgo,Nidalgo,Fildalgo,idalgo,idalgro,Fialgo,lidalga,tidalgo,Widalgo,,,,,,,,,,,,,,,,,,,
437,rclombou,Nou,I1ou,bou,Bo,Iisbou,You,,,,,,,,,,,,,,,,,,,,,,,
438,Geuealoic,Palo,inealo,Guonealo,Gouealo,Gunealo,unealo nascira,,,,,,,,,,,,,,,,,,,,,,,
439,concha,Ianchasse,nanhava,desmnanchava,Inanchava,,,,,,,,,,,,,,,,,,,,,,,,,
440,uao tcm,uao,Sua kExe,cgua,ua,egua,Ceua,lua,,,,,,,,,,,,,,,,,,,,,,
441,I. Guionur,Guiio,Guiomar,liomal,esguio,,,,,,,,,,,,,,,,,,,,,,,,,
442,banhala,Manh,Amanhi,aanhar,Amanha,tnanhal,"sobrc
feira de manha","comeeo da
campanha",manhai porm,"sc arredira
'ssa manha",,,,,,,,,,,,,,,,,,,,
443,d'Olivcira,Olivira,Olivcira?,Ulivcira,Oliycira,Olivcira,Ciil de Olicira,,,,,,,,,,,,,,,,,,,,,,,
444,junlo,Jlunho,risnho,Junho,,,,,,,,,,,,,,,,,,,,,,,,,,
445,El-rei Iom Alon-,Lnargo d'El-Rei,Hl-rei,HEl-rei UD,kEl-rei de Leio,Chel-,,,,,,,,,,,,,,,,,,,,,,,,
446,S.,"S. lo-
mo","r,,- l",u S. l,lu l,,,,,,,,,,,,,,,,,,,,,,,,,
447,susl0,buscear tta,Atlus,us puhhos,amhus,lusco fusco,Cuseo,encolhera us hombrus,Cusco,Museu,us,Us,quusi,Yuss,,,,,,,,,,,,,,,,
448,Ietras,t]e esvasiira dum trag,lJltra-mar,Mlagistrattra,"Cintra
Il","oittra
scut",traeos,ultragge,lyra,Cintra,traidr,tradici,lcttra,tratira,"ITra-
go",tra,ottra,"Cnde d
Trava",caontra,utr'ora,lettra,"tratira or  me-
nlino",rumnotr,,,,,,,
449,tntcndra,Mlcndo,pcndo,"pcndiam dos
paineis",,,,,,,,,,,,,,,,,,,,,,,,,,
450,--16 Corimle,porim,Corimle,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,seguilra,preguicavatn,Freguezia,heguino,preguica,,,,,,,,,,,,,,,,,,,,,,,,,
452,ji inuieto,mao inquiela,quietaco,quietaeao,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Ninda,tindar,Arinda,rins,mrInrT,,,,,,,,,,,,,,,,,,,,,,,,,
454,"Condudo Portu-
calense",Condudo Portu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,ltalia,"Palacio de gsto
italiano",vialio,Italia,Italianos,hortalia,,,,,,,,,,,,,,,,,,,,,,,,
456,"es
eutel m",rutestar,ute,Paroecc qute nel,uuteiru,ute i,utl-,i cautela,,,,,,,,,,,,,,,,,,,,,,
457,n0 sual'al,Natlal,Alalou,alagoVa,Mul-csala,Ala-do,halas,alastrira,talhla,Alal,Filal-,saladu,Hilal,prala,Al,suala,,,,,,,,,,,,,,
458,"Billio-
theea",ILlremcnle,Billio-,Villico,Yilln,ILl,Illha,ILLUSTRE,ILLRE,ilLs,Y IILL.ITI,Novilles,,,,,,,,,,,,,,,,,,
459,etu,Solre,destudo,Solretudo,sobetudo,sohretudo,sobretud ra,,,,,,,,,,,,,,,,,,,,,,,
460,"brotuvn s
inesperadamcntc",Inesmo,prineipio,Iner,"ine-
itaveis",Ineu,ineomodava,Ine,trineando,lagine,mne,Nem,Inerosos,,,,,,,,,,,,,,,,,
461,lomba do outciro,"Quinta
fcira",quintu,quintciro,Irontcira,vintcml,Mmniciro,,,,,,,,,,,,,,,,,,,,,,,
462,IEs-,RIIES,IIMIIES,RWIIER,IAIES,AIIIES,IIES,IYIIE,Gies s-,RMIIES,,,,,,,,,,,,,,,,,,,,
463,emogao,emocao,eocao,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Affoutado,beputadol,Coitado,Estado,"dep- 
tadon",Tado,ontade,,,,,,,,,,,,,,,,,,,,,,,
465,"dcbandou nelo te-
elado",Dona-em,iarejando,Abandonada,co ahandonadus,donar,BAnD0,bandonar,,,,,,,,,,,,,,,,,,,,,,
466,Templosinho du Amr,sobinho,Audrcsinho,Pelourinho,piquesinhos,risinhos,antol  ruborsinho,Trtesinho,NtUninho,ssinhlo,Ssinho,Mlanelsinho,Templosinho,Esquadrinhou,hurrinho,,,,,,,,,,,,,,,
467,lica Sonta,Bica-unta,"Bica
St",Bica,picad0,Bicn-Sut,Fabica,,,,,,,,,,,,,,,,,,,,,,,
468,Cilude,Abhude,Cidude,vrdude,frialdude,"Cidude
nis axistia nodoa",,,,,,,,,,,,,,,,,,,,,,,,
469,guardasolinho,espinguarda,uarda p0,effusoes,guardasoes,,,,,,,,,,,,,,,,,,,,,,,,,
470,Iecesvinto,Bnto,intolesr.-,Into,Intoleravel,Iiccesvinto,,,,,,,,,,,,,,,,,,,,,,,,
471,Cavallei-,pranchada de cavalleiro,Cavalleira,casa du Cavalleir,intimidate do Cavalleiro,cavalleiro,Cavalleiro-,"Cu-
valleiro",Cavalleiro-quo,"Ca
valleiro",io do Cavalleiro,,,,,,,,,,,,,,,,,,,
472,velta das onze,Vendas,cuapc dc daso,rua das Ptgas,rua das Vendas,"rua das
Teeedeiras",rua das leccdairas,casa das louzudas...,hiqucia das otas,,,,,,,,,,,,,,,,,,,,,
473,ge do Lnrg,cabo do camiuho do Nasecnte,n0 fundo,fresco valle,largeza do valle,fundo do valle,abrao do 3urrlo,lival qunndo,u marmore do lavatrio,veridico do leino,,,,,,,,,,,,,,,,,,,,
474,IuIlII,muhilia,umilia',civilisuaio,reconciliaga,ILI.LYTI,IILILITIE,Ilis-,Eilim,tutiliares,reeoniliaeio,IILILSII CAA,sel IuIlII Ile uelra,familia,u retconciliachlo,Tili,ilis,Ili,IMIIlI5,ILI.II,"d
tili",Philippes,,,,,,,,
475,aaquclle,"pur
aqucll lanee",Aqucllas,aquclla noltc de Castollo,Iaquclla,,,,,,,,,,,,,,,,,,,,,,,,,
476,I(6,Airica-,MIrica,Airica,d'Airica,,,,,,,,,,,,,,,,,,,,,,,,,
477,priuo de b,uo,Iuo,IUosa,Iuor,,,,,,,,,,,,,,,,,,,,,,,,,
478,buschl,escrvr ct garho,scn,Sc,scgulia,Scritum,Hiscnia,sc Nro,Scrpftu-,sc,scet,essc,,,,,,,,,,,,,,,,,,
479,"pelu
sua goa","agoa do
go",egoa,Iagoas,tegoa,goa,ogoa,oa,regoaa,eagoar om,,,,,,,,,,,,,,,,,,,,
480,Castaheiro,Castanheira,companheiru,Castanhciro,"Castanhciro Palrioti-
heiro",Castanhtei-,cothanheiru,Castanleiro,Castanheio,Castanheiro,Castanheciro,Castanhiro,,,,,,,,,,,,,,,,,,
481,elteger,iazer,tahberna,Meret,Reriz,gcmer,terver,Nerenos,Er,optia er ar-,I'erol,Numerou,ER,,,,,,,,,,,,,,,,,
482,pallido,valle,aqualle,Malluciou,AtC alli,valle surde,"valle
da",Caalleio,Yalle de Josaphat,allna,allectuaoso,calle,alle,"valle
de",,,,,,,,,,,,,,,,
483,iaormavat,pasts0,pasmava,pasmad0,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Iidiulos,T-(niulos,Gonulo,Tibulo,crepuseulo,Iulo,Iermulo,guloss,qIult,,,,,,,,,,,,,,,,,,,,,
485,Vocs,Nocs,uo vocs quizerem:,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,eal de Santu,Enxarez de Sandornin,cumisu de chita cir de rosa,Solar de Santa Ircncia-resistente,Couventu de Santa,depaois de santos,re salve  ra-,"lagar de
nr",Solar de Santa,Senhor de Santa,,,,,,,,,,,,,,,,,,,,
487,huraeo,Centro da Couraea,Couraga,curapco,aeu,Couraeu,,,,,,,,,,,,,,,,,,,,,,,,
488,ouveia7 Ve,Geuveia,"J0ao
Gouveia",Ceuveio,Gouveialn-,Gouveia,"Josd Gouveia
ji",,,,,,,,,,,,,,,,,,,,,,,
489,Nn,penna,hna,nna,pnna de pato,,,,,,,,,,,,,,,,,,,,,,,,,
490,Naluralmente,"Icalmente
s6",kF realnto,alentel,Realmentel,latalmentc,"melhorira conside-
ravelmente",,,,,,,,,,,,,,,,,,,,,,,
491,novo retervendu,"1I
cete",tetl,retesudas,ete,Chete,te,,,,,,,,,,,,,,,,,,,,,,,
492,Arreda,carrelra,Tarrel,atarefad,Tarre,borla do harrete,"caix
de tartaruga",Caseo nio so arredava,tarror,,,,,,,,,,,,,,,,,,,,,
493,Temerario i Carlos,Tomeario,litlerario,Temerario,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Icela,Gela,Tolelo,Luela,lEls,illlela carta,Seplelo,Gzela,lela,,,,,,,,,,,,,,,,,,,,,
495,fraseo,Fr1,Franziu,FraIue henet,kFra,Fr,fra,Fra,Fraaca,,,,,,,,,,,,,,,,,,,,,
496,Esgueira,porque2,Paorque,aJueira,Cerqueira,Ccrqueira,Purque,,,,,,,,,,,,,,,,,,,,,,,
497,"Fidalg
consenliu",Palacete dos fidalguissimos HBarrlos,"kFidal-
go",Fidalguia,grituu o Fidalgo,Fidalg,Fidalgo,Fidalo,Fidalga,fidlgus,,,,,,,,,,,,,,,,,,,,
498,barrete vermelho,melha,vcrmelho,Vermelha,vermelha le sade,semelhanga,,,,,,,,,,,,,,,,,,,,,,,,
499,II.LYIE,horoieos,IL.LSIE,Ieblte,cafie,Ieve,Iepulud,Iem,Ieonel,abangie,Ie,Iez,lrudieao,Mie,Iens,Synonieo,,,,,,,,,,,,,,
500,aOh Ramires,Rami-,"Mlen-
des Ramires",amira,Viconte Iamires,Ramires- licando,Imires,Ramiros,"Paio Ramires
Pe","Remires
Esi",liamires largal,"RAMIS
Voces",Ramires,"raca
dos liamires lcpois",Iamires,"uIl
Hlamires",Ramiresl,bazio dos liamires,Mlendes Ramiresl...,Hlamires,RAMIES,Paio Ramires,,,,,,,,
501,Joaqui,Joaquim da lParte,nhm d'Aquilut,Joaquim da Pota,"Jouquim da
Cpa",Joaqtuim da Porta,,,,,,,,,,,,,,,,,,,,,,,,
502,Manrique,mcxcriquice,"Ilenriqurcs
Ahalou",Ilnrique,MIoeambique,toriquete,,,,,,,,,,,,,,,,,,,,,,,,
503,YII,IYIII,II.ILTII,Iiuy Saloon's Iines,IIAIIIIIES,ILAWIIIINS,ILI.IIIIH CAA,IAIIILS,Iiz,Tii,IIL.LITI  DE ISIIII,"IIIII
123
tm Aor enore",Y ILI.IIII,CUlII,IIL.LITIIE,Ii,Iicgcne-,xYIII,II.LLSIIIE CAEA,C.A1 I. IMIII,"ILLITIII A1 II AMIIINS
genebra",IYMIIILS,"IAIIIH
-Sio Reis",III,XYIII,IIDE3,IIMIIIH,MA I I1IIIIs,"IIIIH
11",
504,Atravcs do vco,atravez d matto,"atravez tdas en-
teneas ovuhgelicas",Atrave,solidao favoravel,alravez,passadigeo de traves,atravesol,atravez do feljoal,Atraz,atrave,cnoravel ivcnda,atravez d jardin,Atraves,Ave-,Atravcs,,,,,,,,,,,,,,
505,spre affavel,aspreza,schnpre,cts pretas,Preiru,selnpre,Pretas,"k
pre",esquego sepre,Fmpregos,serpre,pre,Iepreheusio,Precisamncnte,seupre,sepre,,,,,,,,,,,,,,
506,Ierra,ferrol,Ierro,Ierozes,cerro,lomba d cerro,hezerro,,,,,,,,,,,,,,,,,,,,,,,
507,Ulgoso,Fidulgol meu Fidalgol,Fidulgo,Iidulguia,,,,,,,,,,,,,,,,,,,,,,,,,,
508,ohrigado,Wriga,TZn,Obriga-,Ohrigado,Obrigado,,,,,,,,,,,,,,,,,,,,,,,,
509,Corlya,Corliy,historlia da bulha,orli qt,jarlim,orli,Corldor,porl,,,,,,,,,,,,,,,,,,,,,,
510,Fabrica,abrissc,d'Abril,Abril,Abria,,,,,,,,,,,,,,,,,,,,,,,,,
511,Yiscounde,condemnando,Nisconde,Yisconde,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Loureeo,Lourenco,ILourengeo-em,Louredo,lour,Lourenca,Lourenc,ILourenal,,,,,,,,,,,,,,,,,,,,,,
513,Licenca,Hljlya-Ca,nuca,sen Cayal-,"I
Pcae",Ca-,catmpo,Ca,caonfuso cancasso,cacarolas,calp0s,calv0,Cam1a,,,,,,,,,,,,,,,,,
514,Alcu,Alcacova,Alcacva,aceri,Alcacer,Alcmtcjo,,,,,,,,,,,,,,,,,,,,,,,,
515,aloro,Ioreto,Ilorete,l'ore,Mlorle,Auclor,"Anto-
inho loreuo",eslorgo,calore,Ilores,lore,enore Rico-,,,,,,,,,,,,,,,,,,
516,segtnda porta,bom Joio da Porta-a qus,bom Joio da Porta-a,frouxidio da porla,"llymno da
Carta",,,,,,,,,,,,,,,,,,,,,,,,,
517,jejltt,Pilta,ksfaltato,loi ompnnlta  pians,Mlalta,lta,,,,,,,,,,,,,,,,,,,,,,,,
518,Noella,u(uella martcha,ellae,Yella,Vellas,"CTeatua
coo ellal",Nwvella,"du
I'ella",vella,vivem I'ella,hella 10,,,,,,,,,,,,,,,,,,,
519,Fx,caIreaIl,Ai,Ail,Adail,AIIl,,,,,,,,,,,,,,,,,,,,,,,,
520,U,Emfim,Hmfim,kmfim,mfin,mfim,,,,,,,,,,,,,,,,,,,,,,,,
521,quinlta,innlo,IInl,vinlu,Inl-,Inl,pergaminlo,Nl,Finlgo,,,,,,,,,,,,,,,,,,,,,
522,fornt,rmo,Formosa,formoso Leonel,tao formosa,,,,,,,,,,,,,,,,,,,,,,,,,
523,"murxzello
imovel",Corvello,Leanlro  Bello,lLop0,lloe,Velloda,ehlaga nm tornzello,ello,Tordezello,"Re-
bellos",licbello cxiste,Mindello,Tello,Iacil de rellorir...,,,,,,,,,,,,,,,,
524,ereads,meads,bua semeadura,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,littwratura,Naturalmcnte,Littcratura,lmperatriz,Litteratura,Litteralura,,,,,,,,,,,,,,,,,,,,,,,,
526,pobre Hlarr0lo,Iebres,RE,br,tebres,bre,,,,,,,,,,,,,,,,,,,,,,,,
527,"Invento-
res alargavai",Cent0-,entlilnenlt0,ent ue,entrrdo,lnveneao,Vendcia,vent,Venha,,,,,,,,,,,,,,,,,,,,,
528,Andresinhol,Antresinho,adresinho desbotalo,Andresinho,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Noce,cocertur,mocetdo,Yoce,Socega,Coce,,,,,,,,,,,,,,,,,,,,,,,,
530,Iutos,totiu,jnuto,IutIuUira,tuto,Iuto,,,,,,,,,,,,,,,,,,,,,,,,
531,ais alta,lais aui,Iais alto,Waltor,nio alludamos Iais,ceu alto,,,,,,,,,,,,,,,,,,,,,,,,
532,kFu-,kF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,varandal,plorando ny,mandaran,ii vurand,pedra da varanda,i varanda,paranda,arrastira n'umas andas,ranjou,randa,ba varanda,reburda da varanda,aranda,leante dessa varanda,varanda po,procuranda,,,,,,,,,,,,,,
534,Parada,Par;ira,IPara,"colsl
disparates",plcparadu,lPar,lPara,Parahcens,,,,,,,,,,,,,,,,,,,,,,
535,Governador Ciil,Governador Civill,"iovernador Civil, to nr",tavernador,Governador Civill Mas,goWernaa,"Governador
Civil-e",Gavternador Civil du listriceta,tGovernador Ciil,Governador Civill...,Governador,Governador Civil,"Governador
Civil",,,,,,,,,,,,,,,,,
536,ellc,ellce,Fllc,Ellc,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Cavllciro,Cauvallciro,Caalliro,Cavallcira,Cavallcio,Cavallciro,galinete do Cavallcio,Cavallcirol,,,,,,,,,,,,,,,,,,,,,,
538,Tomoh,Tom-,rctomando,tomau,lloma,Toma,itompo,,,,,,,,,,,,,,,,,,,,,,,
539,llestava porei,Poreira,porei,crei,pore,,,,,,,,,,,,,,,,,,,,,,,,,
540,apagadu,afaga4am,nhaga,GA,Gago,Vagarsalnclie,tGaga,Ptgas,Aga-,mattagal,,,,,,,,,,,,,,,,,,,,
541,murle d'hoe,hoet,Ioema,hoem,,,,,,,,,,,,,,,,,,,,,,,,,,
542,lorre,corredo,Iorre,Correu,Aorrecido,U jardim da lorre,uc uorrera,Taorre,"correia
dum1 latego",eorrelor,orre,corredr,,,,,,,,,,,,,,,,,,
543,Ilraz Victorin,"Corin-
de",Cwrinde,Corinde,Curinde,Corinle,i,,,,,,,,,,,,,,,,,,,,,,,
544,Cc00s,C0,c00,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,trolou,lodo bolsar,Asylo,alol,Tlo,lolge,Olo,"HIisloria de
IIerculano, o Bolo",Moloar,Colo-,Physiolo-,,,,,,,,,,,,,,,,,,,
546,eabide,aeabar,Aeaba,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,mcninol,Cmuolino,nolc,magnolia,Trinoli,,,,,,,,,,,,,,,,,,,,,,,,,
548,lDuas,hordu,grduch,corduas,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Crispola,DBispo,"Iae
do Bispo...",Bispo,"Ispi-
gal",,,,,,,,,,,,,,,,,,,,,,,,,
550,Camaras,Lamara...,Presidente da Camara,amargradu,relogio da Camara,camape,Amarante,Melodrama,camadu de raagcns,Paire Amaro,Camara,Lamara,Camala,,,,,,,,,,,,,,,,,
551,bahu,Ahl,Ahos,eahca,rahna,Ah,,,,,,,,,,,,,,,,,,,,,,,,
552,"Aprlo de
uio",Concillo de Toledol,"ILLTE LASA DE IYIIHES
y0",petaen de l'ortgul,"Lopo de
lBayio",lLopo de layao,Bayao,uarto de laar,,,,,,,,,,,,,,,,,,,,,,
553,Voees,lleeehedria,faee,reeisu,apodreeer,seeea,ee,appeteeer,Fnvelheeeram,,,,,,,,,,,,,,,,,,,,,
554,Mlirunte,Mlirnle,Mls,anha de Mlissa,aqli,mlml,S. Mligucl,Mlira-,Mli-,Li,lipu,Mli,MlIas,Mlirnto,,,,,,,,,,,,,,,,
555,Santa Miaria de Craquede,Santa Mlaria de Craquede,Santa Mlarla de Craquede,tardeta de botes,Santa Mlaria de raquede,Santa Mlaria de Craqude,Santa Maria de Craquedel,Santa Mnria de Craquede,Santa Maria de Craquede,"dec
anta Maria",Mlanria de Crauede,santa Mlaria de Craquede,Santa Maria de Crauede,iladssia mneza de tcarvalhto,Santa Maria de Craqutde,,,,,,,,,,,,,,,
556,ILLTE cS DE RAMIS,Gramilde,Iamilde,Mathildes,Ramilde,,,,,,,,,,,,,,,,,,,,,,,,,
557,Aggora,aggo,soeeggo,us lns d'Aggsto,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Torre de mandudo do,Torre de I. Raires,pe qte defrnto,treire de an-,"AMIRE

Bolos de bacalhaul",Torre de l. Hamiresns,Torre de I. Hamires,cureel de guerrd,,,,,,,,,,,,,,,,,,,,,,
559,homhro,Chro-,requehro,qte ahro,ehro,,,,,,,,,,,,,,,,,,,,,,,,,
560,"apa-
vorira","Bra-
vaes","IBra-
vaes",,,,,,,,,,,,,,,,,,,,,,,,,,,
