cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
448.0,Depais,Iais,miais,liaI0'C,MIais,MIais antigo,,,,,,,,,,,,,,,,,,,,,,
449.0,Ceo accuda,haneo alto,chapeo alto,Toe,caheeo alto,"letle l
velho chapeo de palha","Peo s Mi-
chas",chapeo,"dce
chapeu alto",,,,,,,,,,,,,,,,,,,
450.0,esbogalhava,trahalhar,Im alto vo de gralha,trebalha,sen Cayal-,Yalha,trabalhadu,Palha-Ca,,,,,,,,,,,,,,,,,,,,
451.0,Iem,iemlra,,,,,,,,,,,,,,,,,,,,,,,,,,
452.0,ouvceia,Ircneia,eia,Ieia,eeia,bocea cheia,Goueia,garygalheia,deia,,,,,,,,,,,,,,,,,,,
453.0,Ti16,senlo,sc senlra,sc Nro,senllor,sc socgo,Enlre,,,,,,,,,,,,,,,,,,,,,
454.0,Bravaes,ravaes,Iravaes,aes Iravaes,Iravacs,Vae,urmurava,St cspcrava,,,,,,,,,,,,,,,,,,,,
455.0,Iha,uiIhado,ombrulhado,,,,,,,,,,,,,,,,,,,,,,,,,
456.0,desorden,desordom,veridica da desorden,,,,,,,,,,,,,,,,,,,,,,,,,
457.0,Currepolencias,ccia,maledicencias,ciencias ociaes,cnveniencia,"Con-
sciencia",,,,,,,,,,,,,,,,,,,,,,
458.0,ILI.IIIIH CAA,Y ILI.IIII,ILI.II,,,,,,,,,,,,,,,,,,,,,,,,,
459.0,cspada,Iiada,Iada,Iumada,Boa piadal,,,,,,,,,,,,,,,,,,,,,,,
460.0,setim,Estimava,tIma,seim latim,Iolhctim,Ima,,,,,,,,,,,,,,,,,,,,,,
461.0,tratira,gratidao,"tratira or  me-
nlino",,,,,,,,,,,,,,,,,,,,,,,,,
462.0,Jlunho,risnho,Junho,,,,,,,,,,,,,,,,,,,,,,,,,
463.0,bella mulher,Ulhe,deseubrulhes,ulherio,Ilhe,,,,,,,,,,,,,,,,,,,,,,,
464.0,"im-
ressionad",grossu,emprol,improssiono,,,,,,,,,,,,,,,,,,,,,,,,
465.0,Sobras,sobrc,"sobreveste ne-
gra",sobrctudo de verio,sobreeasaca,"sobrc
feira de manha",sobrecnsa,,,,,,,,,,,,,,,,,,,,,
466.0,tdos,Iodosas,Iodos,,,,,,,,,,,,,,,,,,,,,,,,,
467.0,alegre,alegree,to negre,exagvro alegrc,,,,,,,,,,,,,,,,,,,,,,,,
468.0,"Imnanos
Gonealo",Gonea-,Gonealol,Coneala,Gioneale,Gonealinho,Goneulo,Goneal,oneal0,Gonealt,tonealinho,Iaort- tGoneal,"eia da tade In
tGonealo",Goneala,Guonealo,Niol Goneal,,,,,,,,,,,,
469.0,trno dn Alcaeova,Alcaeova,"I
Pcae",,,,,,,,,,,,,,,,,,,,,,,,,
470.0,Novclla,"bclla tazen-
la",lla,lla uanli,cautclla dum,ulla patadu,klla,coI ulla,llla,ollal,,,,,,,,,,,,,,,,,,
471.0,"villas da
doaao",Villalubs,Assenbla da Villa,Villico,Villa-Nolhas,Villar londes,Villas,Villar,Tordesillas,Villalohsos,Novilles,,,,,,,,,,,,,,,,,
472.0,Iagua,cgua,egua,,,,,,,,,,,,,,,,,,,,,,,,,
473.0,acreditol,acredito n'esses,aeredita,Crede,,,,,,,,,,,,,,,,,,,,,,,,
474.0,l'ore,l'ois,l'o-,,,,,,,,,,,,,,,,,,,,,,,,,
475.0,fnga,gingand,vinganga,descanga,Vingasse,nanga,,,,,,,,,,,,,,,,,,,,,,
476.0,"riacho das
lonas",riacho das bonas,Peo das Iiehas,,,,,,,,,,,,,,,,,,,,,,,,,
477.0,earamba,carambal,Caramnba,Caramba,fcitol Caramba,Caramha,,,,,,,,,,,,,,,,,,,,,,
478.0,Caalloiro Niol,Cavalloira,Cavalloiro,avalloiru,,,,,,,,,,,,,,,,,,,,,,,,
479.0,tque montasste,Quero,tque,brotquel,,,,,,,,,,,,,,,,,,,,,,,,
480.0,Dom,Torre aos Domingos,doningo,bomingo,Pogo de S. Domingas,Domingo,Dominge,Iuingo,,,,,,,,,,,,,,,,,,,,
481.0,estoira.-,Coirbra,coira,Mioirama,,,,,,,,,,,,,,,,,,,,,,,,
482.0,pau.n,"pau-
1",,,,,,,,,,,,,,,,,,,,,,,,,,
483.0,Tcixeira de Carredes,"ribeira de
Crede","Teixeira de
Carredes",,,,,,,,,,,,,,,,,,,,,,,,,
484.0,Goveno Ci-,"Go-
verno Civil",Governo Civil-fervera n'elle,Governo Ci,tverno Civil do braeue,Governo Civil,Governo Ciil,Civil,Coverno Civil,Govorno Civil,Governo Ciyil,,,,,,,,,,,,,,,,,
485.0,brunida,lBruno,pquno,obruva,,,,,,,,,,,,,,,,,,,,,,,,
486.0,lortella,tortel,sortel,Portella,portello das harbacans,portello,,,,,,,,,,,,,,,,,,,,,,
487.0,eomprida,sompe,sompre,Fmpregos,sompre toliciosa,,,,,,,,,,,,,,,,,,,,,,,
488.0,otlerecia,uflereci,Precisamncnte,ofiereccr,,,,,,,,,,,,,,,,,,,,,,,,
489.0,InrUnCuS,InCm1 InrUnCuS,,,,,,,,,,,,,,,,,,,,,,,,,,
490.0,Novellasinh,Novellas,Naovella,Novellal Co-,Novella,Nwvella,vella,Novellal,Novellia,,,,,,,,,,,,,,,,,,,
491.0,Zamora,dAmor,utr'ora,,,,,,,,,,,,,,,,,,,,,,,,,
492.0,"agoa do
go",Iagoas,Thiago,eagoar om,,,,,,,,,,,,,,,,,,,,,,,,
493.0,Torrciro do Paco,incendio do Pala-,doeo paz,"incendio do Pala-
cio",,,,,,,,,,,,,,,,,,,,,,,,
494.0,ay Trueto-,Netos,.Aeto,phaeton,,,,,,,,,,,,,,,,,,,,,,,,
495.0,cehi,peonagehi,,,,,,,,,,,,,,,,,,,,,,,,,,
496.0,Mlajor,Mlama,Froylas,halas,Mlas eu ji sabinl,Mlas,Mlas udo,Mlaseate,,,,,,,,,,,,,,,,,,,,
497.0,porque2,Aor,Paorque,Purque,,,,,,,,,,,,,,,,,,,,,,,,
498.0,uipproxime,Nimes,IME,,,,,,,,,,,,,,,,,,,,,,,,,
499.0,barb,cirado da arbacan,barbacan,harba,arbacan,barbaean,postiga du barbacan,,,,,,,,,,,,,,,,,,,,,
500.0,Capital,Capitnlo,Capitanea,Titulo,Cupitul,"Lisboa tres Capitulos
elle",Capitulo,,,,,,,,,,,,,,,,,,,,,
501.0,faee,Iaee,Iaeo,,,,,,,,,,,,,,,,,,,,,,,,,
502.0,le luts,qtle pctdiu,qtle,tle,tdi,,,,,,,,,,,,,,,,,,,,,,,
503.0,Christaos,Christs,Christo,Egreja de S. Christovo,Christais,Principes da Christandade,Christovan,,,,,,,,,,,,,,,,,,,,,
504.0,Canta-Pedra,Cantapedra,"valle
le Canta-Pedra",Cahnta-ledra,Canta-l'e-,Canta-ledra,Canta-l'edra,,,,,,,,,,,,,,,,,,,,,
505.0,ILouatasl,lour,Mlouaeo,louyor,lloutr,louvadol,,,,,,,,,,,,,,,,,,,,,,
506.0,hitos,perteitos,Feitosa,Heitos,Feitos,Titosinlo,,,,,,,,,,,,,,,,,,,,,,
507.0,mur,Mlurtosa,Murtosa,,,,,,,,,,,,,,,,,,,,,,,,,
508.0,Saledor,"Snr
Ilegedor",Yedor,,,,,,,,,,,,,,,,,,,,,,,,,
509.0,souto de azinheiros,"gallinhaca
dinheiro",Pinheiro,butarinheiro,,,,,,,,,,,,,,,,,,,,,,,,
510.0,apcrtda azinhnga,tmna cabana,pancnda c assuada,tda casal,"fundad 1o
anaes da sua Casa",Casal Novo,Archivo da Casa,,,,,,,,,,,,,,,,,,,,,
511.0,Nagarosas,Temerosa,Nagarosamontc,roshaal,Iros-,Rosa,"5I
orosa",kRosa,Scvcrosa,,,,,,,,,,,,,,,,,,,
512.0,"maTia
tra tres
destemido-qne",Trez,gresa,Tres,resoou,tres almogavres,trespassado,retrescou,,,,,,,,,,,,,,,,,,,,
513.0,Pccecador,pomar murado,Rogonerador,Irados,cirado,toueador,desombrggador,gadora,vrador,sorado,ilha do lmperadorl,,,,,,,,,,,,,,,,,
514.0,dubravu,Bravol,Bravo,brav0,avor,bravol,bravio,,,,,,,,,,,,,,,,,,,,,
515.0,nuito serio,Inuito noa,Iuito,Inuito,tnuito,uito,sequito,,,,,,,,,,,,,,,,,,,,,
516.0,"Mel-
gaco",Maco,acorcuva,tum pataco,Nacojas,Paco,Acor,aco,Faco,clueaco,,,,,,,,,,,,,,,,,,
517.0,pectg0s,pecs,,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,roquel,aquella aigagao,monte aquello,u(uella martcha,"aquella
vaio ue",aquell,"E.
n'aquellve","aquella romantica solidao de
lenda",aquella linda,Aquellas,Aquella,aquella claridadc,,,,,,,,,,,,,,,,
519.0,Oh Avs,--Oh Snr,n Snr,,,,,,,,,,,,,,,,,,,,,,,,,
520.0,la Hes-,la r0xa,la Honra,Honra,,,,,,,,,,,,,,,,,,,,,,,,
521.0,llonra,Ilonra,Tallan Ilonra,"llonra:-e de-
brueados",Siloneioso,,,,,,,,,,,,,,,,,,,,,,,
522.0,scn,Hiscnia,cni,,,,,,,,,,,,,,,,,,,,,,,,,
523.0,eautels du Loleria,Romperia,Clerigo,Loleria,,,,,,,,,,,,,,,,,,,,,,,,
524.0,lusco fusco,Cusco,Cusa,,,,,,,,,,,,,,,,,,,,,,,,,
525.0,eom,Ceo,ineomodava,ceomo,,,,,,,,,,,,,,,,,,,,,,,,
526.0,"joe-
lhos",toa-,"toa-
lha eom n","z-a-
L-","toa-
lha","pa-
lhioea","loriga de ina-
lha",,,,,,,,,,,,,,,,,,,,,
527.0,hule,Joqulm,qule,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,Cstello de Sana Ireneia,Santa Ireneial,Aleaova de S.ta Ireneia,Santa Ireneia,"Santa Ire-
neia",Ireneia,Castcllo de Sunta Ireneia,Santa Irencla,Santu Ireneia,Sunta Ireneia,santa Ireneia,Snnta Irenela,Pacos de Snta Ireneiu,Fnlgeneiao,"Santa Ire-
eia",Torre de anta Ireneia,"Santa
Ireneia",Santa Ireneia Iielmente,"santa
Ireneia",Paeo de tSanta Ireneia,Santa Ieneia,,,,,,,
529.0,veuda,burbudo,buda,mudruguda,,,,,,,,,,,,,,,,,,,,,,,,
530.0,pelgei,Alges,lolge,lages,Algurve,,,,,,,,,,,,,,,,,,,,,,,
531.0,riseaudo co0t,cco co,Hlihecira do Coice,Lpo con,"alvoraeo co
ue",,,,,,,,,,,,,,,,,,,,,,,
532.0,manla1,Canla-Pelra,pelra,Canla-Podra,,,,,,,,,,,,,,,,,,,,,,,,
533.0,Cuseo,crepuseulo,Museu,,,,,,,,,,,,,,,,,,,,,,,,,
534.0,Egrcja,plcjad,,,,,,,,,,,,,,,,,,,,,,,,,,
535.0,Bnto,Ilcnto,Icnto,Hcnto,vrniz dos sapatos-aprescntou a,elizmcnt,Bcnto,Oh Bcnto,,,,,,,,,,,,,,,,,,,,
536.0,tntcndra,Cundidato,tcndidol,,,,,,,,,,,,,,,,,,,,,,,,,
537.0,"loja do
liamos",ygOja,,,,,,,,,,,,,,,,,,,,,,,,,,
538.0,Mlendcs,Mlendongcas,"capitaao
Mlendouea","Mlen-
doncas",Mlendo de IBriteiros,crescendo0,Lenda,Mlendonca,Mlaria Mlendonea,Mlendigo,Mlendo,Mlendo de IBrieiros,Mlen-,Moendo aes,,,,,,,,,,,,,,
539.0,"d'onde
surdia",surdia,ienda surdissen,balburdia,,,,,,,,,,,,,,,,,,,,,,,,
540.0,tamhem,Cc00s,amhus,Zamhczia,Tamhe,Tamhcm,tamhen,,,,,,,,,,,,,,,,,,,,,
541.0,pequen0s,Chro-,requehro,pequerrueha tao,ehro,eom requeada,puehot o,,,,,,,,,,,,,,,,,,,,,
542.0,barrigrudo,Barriolo,trrio,Physiolo-,,,,,,,,,,,,,,,,,,,,,,,,
543.0,sohrecasaca,Pohre,,,,,,,,,,,,,,,,,,,,,,,,,,
544.0,vern0,ro vernelh,inllueneia do Governo,gaverno,Governo,pclo tGuverno,Gaoverno,coniroversia,,,,,,,,,,,,,,,,,,,,
545.0,Yosses,Nerenos,nossna,Nosse,,,,,,,,,,,,,,,,,,,,,,,,
546.0,Inostrou,es Inostrar,Iino,ui bciin,pos linos,Iinos,Inos,Iinos cyprestes,iin-,,,,,,,,,,,,,,,,,,,
547.0,Sangria,sange,abangie,sange...,,,,,,,,,,,,,,,,,,,,,,,,
548.0,l'aeos d'Aellim,sellim,d'Aellim,,,,,,,,,,,,,,,,,,,,,,,,,
549.0,alravez do casaraio,alravessar da feuda,alravez,,,,,,,,,,,,,,,,,,,,,,,,,
550.0,Coucelho,lelho,velhota,mn velho brazileico,lelhol,"mnoldura
do espelho",vcrmelho,Yelho,jelho,Concelho,elhorira l,Relhos,Conecelho,Ioeo Yelho,,,,,,,,,,,,,,
551.0,sc csse,surprceza,surprchendcssecm,dcsde,,,,,,,,,,,,,,,,,,,,,,,,
552.0,justoln,botica,Justica,justificaya,Justiga,Justinu,,,,,,,,,,,,,,,,,,,,,,
553.0,Apezar,Yde,Vcneza,fortaleza,leza,nee inglez,,,,,,,,,,,,,,,,,,,,,,
554.0,iugira,ameagira,"se-
girand",girand,Mirandal,diran,,,,,,,,,,,,,,,,,,,,,,
555.0,Loimbra,Coimba,Cuimbra,Coimbrn,Cimbra,Bispo de Coimbra,Coimbra,oimbra,"Coimbra
tcem",,,,,,,,,,,,,,,,,,,
556.0,desgragal,liegencragao,Praga,Pragal,Prau,coragao,mattagal,gragas,,,,,,,,,,,,,,,,,,,,
557.0,Iussia,Hussia,sia,Atlus,Catharina da Russia,lussia,Yuss,,,,,,,,,,,,,,,,,,,,,
558.0,Iructczindo Iamircs,"Tructesintol
Confiae",Truetcsindo,nto Tructesinudo,Tructezindu,Tructesino,Tructesindo,Tretesinio,Iructasindo,Tructezindo,Tructesindu,Tructcsindo,Iructesindo,Tructe-,Trctesindo,Tructesinudo,,,,,,,,,,,,
559.0,Yil,"Gavonador
Ciyil",Ciyis,Ciyil,,,,,,,,,,,,,,,,,,,,,,,,
560.0,manhii,Noella-recebeu do manhi,Borguinhio,anhi,tanhi,Una mnanhi,Iuantas manhis,acopanhira,,,,,,,,,,,,,,,,,,,,
561.0,nenhua,Nenhumal,Nenhma,Nenhm,,,,,,,,,,,,,,,,,,,,,,,,
562.0,YII,IYIII,xYIII,XYIII,,,,,,,,,,,,,,,,,,,,,,,,
563.0,Alexandrc,Andre,Andrc,Mndrc,,,,,,,,,,,,,,,,,,,,,,,,
564.0,Commo-,Comt,com-,Com-,comao,tcomo,,,,,,,,,,,,,,,,,,,,,,
565.0,Lisoal,baiso,Lisoa,Iso,,,,,,,,,,,,,,,,,,,,,,,,
566.0,Iargeln,Iargu,Iargo,Jargo,,,,,,,,,,,,,,,,,,,,,,,,
567.0,velta das onze,rua das Ptgas,rua das Vendas,"rua das
Teeedeiras",rua d rinceza l. nelia ati,rua das leccdairas,Ptgas,casa das louzudas...,hiqucia das otas,,,,,,,,,,,,,,,,,,,
568.0,preciusissimo,Bravissimo,anssim iucia,lindissimo,avisira,Iravissimo,avisu,,,,,,,,,,,,,,,,,,,,,
569.0,"Atraz o tropcgo Ordonha
geiia",Ordonlo,jejltt,Aordou,Ordonho,lonha,Ordonha,Mordomo-Mlr,,,,,,,,,,,,,,,,,,,,
570.0,I.uuzadas,Louzadasl,Louzadas,,,,,,,,,,,,,,,,,,,,,,,,,
571.0,Ilois,Ilor,grilou,Iloin,Ilo,Ilojc,ilorir,,,,,,,,,,,,,,,,,,,,,
572.0,r0Sa Sopa,Sopa,,,,,,,,,,,,,,,,,,,,,,,,,,
573.0,Crassa,Urassn,,,,,,,,,,,,,,,,,,,,,,,,,,
574.0,Cortcs,Tlo,Cortlor,Cortaor,,,,,,,,,,,,,,,,,,,,,,,,
575.0,Oli-,l'oli-,"cidnde d'Oli-
veira",,,,,,,,,,,,,,,,,,,,,,,,,
576.0,Obhi-,Phi-,Ophir,Philippes,,,,,,,,,,,,,,,,,,,,,,,,
577.0,"Coim-
hra","im-
I",Coim-,,,,,,,,,,,,,,,,,,,,,,,,,
578.0,Uoimra,Mranco,ranjou,Mraneo,Can-,Mran-,Lan-,tan-,,,,,,,,,,,,,,,,,,,,
579.0,concha,Ianchasse,desmnanchava,Inanchava,,,,,,,,,,,,,,,,,,,,,,,,
580.0,Manh,Amanhi,aanhar,Amanha,nama,manhai porm,,,,,,,,,,,,,,,,,,,,,,
581.0,Giar,Irgia,,,,,,,,,,,,,,,,,,,,,,,,,,
582.0,El-rei Iom Alon-,El-Rei - Goncale,Hl-rei,HEl-rei UD,kEl-rei de Leio,Chel-,,,,,,,,,,,,,,,,,,,,,,
583.0,pahnn0,hna,rahna,,,,,,,,,,,,,,,,,,,,,,,,,
584.0,Crispola,polr,iolau,Polas,cacarolas,,,,,,,,,,,,,,,,,,,,,,,
585.0,Liraria,Snf IRartr,Nlirauie,Livraria,liraria,,,,,,,,,,,,,,,,,,,,,,,
586.0,"rcimeira dos
mnorrioes",t]e esvasiira dum trag,pocira da lide,mudira u,Tomnada da Bastilha,peira da es-,scmpre cnsageira coni,,,,,,,,,,,,,,,,,,,,,
587.0,Clul,Mlurad,Clura,,,,,,,,,,,,,,,,,,,,,,,,,
588.0,Mlcndo,pcndo,"pcndiam dos
paineis",,,,,,,,,,,,,,,,,,,,,,,,,
589.0,Lousadas,Caeadas,Wortadas,Vadas,Salzedas,ahfadas,Inurmuradas,,,,,,,,,,,,,,,,,,,,,
590.0,--16 Corimle,porim,Corimle,,,,,,,,,,,,,,,,,,,,,,,,,
591.0,homeml kEste,steu,revste,ste benziam,"ste
longu",Cister,Fste,ste,ampeuas ste,,,,,,,,,,,,,,,,,,,
592.0,preguicavatn,Freguezia,heguino,preguica,,,,,,,,,,,,,,,,,,,,,,,,
593.0,ji inuieto,quietaco,quietaeao,,,,,,,,,,,,,,,,,,,,,,,,,
594.0,Til6,Eilim,tutiliares,Tili,"d
tili",,,,,,,,,,,,,,,,,,,,,,,
595.0,"resoantesl 
rcahnente uma comprehensao tio segura",Comprira,comphend,comprehendia,Iepreheusio,hehendu,ctmrehendia,,,,,,,,,,,,,,,,,,,,,
596.0,Iiscutal,Viscunde,Iiscnrso da Coroa,Iiscurso,,,,,,,,,,,,,,,,,,,,,,,,
597.0,Ietras,Mlagistrattra,"oittra
scut",traidr,lcttra,tra,ottra,lettra,,,,,,,,,,,,,,,,,,,,
598.0,ambs,Ahos,Ambhos,mehos,,,,,,,,,,,,,,,,,,,,,,,,
599.0,ltalia,"Palacio de gsto
italiano",Italia,Italianos,Bonital,Fatali-,hortalia,,,,,,,,,,,,,,,,,,,,,
600.0,Iaces barbudas,Iaces,Iace,momices,,,,,,,,,,,,,,,,,,,,,,,,
601.0,"es
eutel m",rutestar,ute,Paroecc qute nel,ute i,i cautela,,,,,,,,,,,,,,,,,,,,,,
602.0,Natlal,Alalou,Ala-do,Alal,prala,,,,,,,,,,,,,,,,,,,,,,,
603.0,Annaes,fornt,jornacsl,jornaes,,,,,,,,,,,,,,,,,,,,,,,,
604.0,etu,Solre,destudo,Solretudo,sobetudo,sohretudo,sobretud ra,,,,,,,,,,,,,,,,,,,,,
605.0,prineipio,Iner,Ineu,Ine,trineando,Inerosos,,,,,,,,,,,,,,,,,,,,,,
606.0,IEs-,RIIES,RWIIER,IAIES,AIIIES,IIES,IYIIE,Gies s-,RMIIES,,,,,,,,,,,,,,,,,,,
607.0,moc0 osvelto,emogao,emocao,eocao,,,,,,,,,,,,,,,,,,,,,,,,
608.0,Affoutado,beputadol,"u dos
silios decantados",Coitado,Estado,"dep- 
tadon",Tado,,,,,,,,,,,,,,,,,,,,,
609.0,Villa-Clava,Yill-Clara,Coneelho de Villa-Clara,illa-,Villa-Clura,Villn-Clara,Nilla Clara,"Villa-Clara
de noite",iIIa-Clara,Emn Villa-Clara,Vocs en Villa-Clara,Villa lara,YVilla-Clara,VilIa-Clara,Vill-Clara,"Villa-
Clara",la-Clara,"Villa-
lara",ViIla-Clara,Villa-Clara 1 Torrc,Villa-Clara,Yilla-Clara,Villa-Cla,,,,,
610.0,Ten,qte,Tens,qte ahro,qten,,,,,,,,,,,,,,,,,,,,,,,
611.0,Filal-,Hilal,filalgas,Ilalsuas,,,,,,,,,,,,,,,,,,,,,,,,
612.0,"dcbandou nelo te-
elado",Dona-em,Abandonada,co ahandonadus,donar,bandonar,,,,,,,,,,,,,,,,,,,,,,
613.0,d'alliana,Canellia,repellia,Taholliao,Iamlliar,imellia,,,,,,,,,,,,,,,,,,,,,,
614.0,sobinho,Mlinho,Audrcsinho,piquesinhos,risinhos,antol  ruborsinho,Trtesinho,NtUninho,ssinhlo,Ssinho,Mlanelsinho,,,,,,,,,,,,,,,,,
615.0,civilisuaio,Ilis-,ilis,Ili,Lisloa,,,,,,,,,,,,,,,,,,,,,,,
616.0,Bica-unta,"Bica
St",Bica,picad0,Bicn-Sut,Fabica,,,,,,,,,,,,,,,,,,,,,,
617.0,sioava,barbeava,SC CUIIS0rVava,tenlava,agonisava,tufava,xaVa,atroava,recuavan,Levava,,,,,,,,,,,,,,,,,,
618.0,Ainistralor,"Admi-
nistradr",Administrador,Aministrador,Ainistrador,Amninistracio,"hraco do Admi-
nistrador",Aministrador do Concelho,lministrador,Administradr,,,,,,,,,,,,,,,,,,
619.0,guardasolinho,espinguarda,uarda p0,effusoes,cuapc dc daso,guardasoes,heaso,,,,,,,,,,,,,,,,,,,,,
620.0,"graca dos
tromitos daza",Praca,lraca,Graca,graca do sveu,graca,Snr' D. Gracu,embaracados,,,,,,,,,,,,,,,,,,,,
621.0,lraco,Iraco,raco,caracolando,,,,,,,,,,,,,,,,,,,,,,,,
622.0,Cavallei-,Cnvalleiro,pranchada de cavalleiro,braco do Cavalleiro,Cuavalleiro,"Ca-
vlleiro",Cavalleira,casa du Cavalleir,Calleiro,"An-
de Cavalleiro",Cavalleir,Entia Cualleiro,Cavalleirol-Cuinhavam,avalleiro,Cavalleiros d'Ilespanha,Cavaulleiro,Uavalleiro,Cavalleiro,intimidate do Cavalleiro,"Cavallei-
ro de",cavalleiro,Cavalleiro-,"Caval-
leiro","Cu-
valleiro","Cohl  Cavallei-
ro",Cavalleiro-quo,"Ca
valleiro",io do Cavalleiro
623.0,d'Ullma,ulld,Ullmar,,,,,,,,,,,,,,,,,,,,,,,,,
624.0,Esgueira,aJueira,Cerqueira,Ccrqueira,,,,,,,,,,,,,,,,,,,,,,,,
625.0,ILLITIE CA I IYMIIIE,IYMIIBES,IYMIIIE,IIYMIRH,IYMIIILS,,,,,,,,,,,,,,,,,,,,,,,
626.0,n0 fundo,fresco valle,a1 paixii profund,largeza do valle,fundo do valle,,,,,,,,,,,,,,,,,,,,,,,
627.0,Abhude,grduch,Cidude,vrdude,frialdude,"Cidude
nis axistia nodoa",,,,,,,,,,,,,,,,,,,,,,
628.0,vicu,Roevista,Chiche,zeviche,,,,,,,,,,,,,,,,,,,,,,,,
629.0,aaquclle,"pur
aqucll lanee",Aqucllas,aquclla noltc de Castollo,Iaquclla,,,,,,,,,,,,,,,,,,,,,,,
630.0,Alrica,Airica-,MIrica,Airica,d'Airica,,,,,,,,,,,,,,,,,,,,,,,
631.0,eousas vagot,Usasa,V0s0s,Cousas,CSs0s C0usas,uUhl a0Z g'0ss0,,,,,,,,,,,,,,,,,,,,,,
632.0,Quatro annusl Assim,tquatro annos,Sis,,,,,,,,,,,,,,,,,,,,,,,,,
633.0,Iatal,Matalhas de Napoicao,Natal,talhla,Matalhas,,,,,,,,,,,,,,,,,,,,,,,
634.0,Amnbos,Eramn,Iesceram,Fnvelheeeram,,,,,,,,,,,,,,,,,,,,,,,,
635.0,Castaheiro,Castanheira,companheiru,Castanhciro,"Castanhciro Palrioti-
heiro",Castanhtei-,cothanheiru,Castanleiro,Castanheio,Castanheiro,Castanheciro,Castanhiro,,,,,,,,,,,,,,,,
636.0,Ncgocios,Mlarqucz do lancio,Deliciosos,Venancia,ancioso,lulma ancia,"si-
lencio",,,,,,,,,,,,,,,,,,,,,
637.0,Assigna Y.,Yigny,Ignaci,,,,,,,,,,,,,,,,,,,,,,,,,
638.0,Mlultidio,Adio,Adi-,"dn s-
lidio",,,,,,,,,,,,,,,,,,,,,,,,
639.0,eahca,BAnD0,reahotoand0,Poto,,,,,,,,,,,,,,,,,,,,,,,,
640.0,valle,aqualle,Malluciou,valle surde,"valle
da",Caalleio,Yalle de Josaphat,allna,allectuaoso,calle,alle,"valle
de",,,,,,,,,,,,,,,,
641.0,iaormavat,pasmava,pasmad0,,,,,,,,,,,,,,,,,,,,,,,,,
642.0,ge do Lnrg,homcn1,sa tace mis,face,homcm,face do homcm,iace do Fi-,,,,,,,,,,,,,,,,,,,,,
643.0,Vocs,Nocs,uo vocs quizerem:,,,,,,,,,,,,,,,,,,,,,,,,,
644.0,Mlaria da tGraea,laria,Mlaria,Ave-Mlaria,Cavallaria,Mlarqu0s,,,,,,,,,,,,,,,,,,,,,,
645.0,Lentatnente,Lentro,Lento,lentu,ent ue,lentaenle0,len,S. lento,alentel,w len:o,lentw,vent,,,,,,,,,,,,,,,,
646.0,eal de Santu,Solar de Santa Ircncia-resistente,Couventu de Santa,depaois de santos,"lagar de
nr",Solar de Santa,Senhor de Santa,,,,,,,,,,,,,,,,,,,,,
647.0,Yocte,Yocts,,,,,,,,,,,,,,,,,,,,,,,,,,
648.0,huraeo,Centro da Couraea,Couraga,Iiguraes,aeu,Couraeu,,,,,,,,,,,,,,,,,,,,,,
649.0,ouveia7 Ve,Geuveia,"J0ao
Gouveia",Ceuveio,Gouveialn-,Gouveia,"Josd Gouveia
ji",,,,,,,,,,,,,,,,,,,,,
650.0,Naluralmente,gentel,"Icalmente
s6",kF realnto,Sigaa Real,Realmentel,latalmentc,"melhorira conside-
ravelmente",,,,,,,,,,,,,,,,,,,,
651.0,"1I
cete",retesudas,ete,appeteeer,Chete,,,,,,,,,,,,,,,,,,,,,,,
652.0,jd csti,Estive,Yoes,Destino,pcoes,oesti,rcmolto cestiuho,,,,,,,,,,,,,,,,,,,,,
653.0,Temerario i Carlos,Tomeario,litlerario,Temerario,,,,,,,,,,,,,,,,,,,,,,,,
654.0,inlluencia d'outru home,luzia ut,inlluencia ce,,,,,,,,,,,,,,,,,,,,,,,,,
655.0,Inil,imagel te patrocinia,nala teinia,geinia,,,,,,,,,,,,,,,,,,,,,,,,
656.0,Casa illustrce,ltstre,ILLUSTRE,,,,,,,,,,,,,,,,,,,,,,,,,
657.0,hndr,ndatms,Londa,lazenda,Iunda,hnda,,,,,,,,,,,,,,,,,,,,,,
658.0,mals,Guiomar,liomal,Iom,,,,,,,,,,,,,,,,,,,,,,,,
659.0,"Fidalg
consenliu","kFidal-
go",Fidalguia,idalgro,Fidalg,Fidalo,Fidalga,fidlgus,,,,,,,,,,,,,,,,,,,,
660.0,barrete vermelho,melha,Vermelha,vermelha le sade,semelhanga,,,,,,,,,,,,,,,,,,,,,,,
661.0,ILlremcnle,utros ullre,ILl,ILLRE,,,,,,,,,,,,,,,,,,,,,,,,
662.0,aOh Ramires,Rami-,"Mlen-
des Ramires",Viconte Iamires,IMIRE,Ramires- licando,Imires,"AMIRE

Bolos de bacalhaul",Ramiros,"Paio Ramires
Pe","Remires
Esi",liamires largal,Ramires,"raca
dos liamires lcpois",Iamires,"uIl
Hlamires",Ramiresl,bazio dos liamires,Mlendes Ramiresl...,Hlamires,Paio Ramires,,,,,,,
