cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
423,Nu,Ioemneto do Tia luarte,Ioemela do Tio uartc,"lPocmeto do tio
luarte",Poeueto do tia Duartel,,,,,,,,,,,,,,,,,,,,,,,,
424,lPar,paru ci,Pari,paru,Paris,laru,,,,,,,,,,,,,,,,,,,,,,,
425,homcm,Toe,homcn1,,,,,,,,,,,,,,,,,,,,,,,,,,
426,ILourengeo-em,louyor,Louredo,Loureeo,Lourenc,lour,Lourenca,ILourenal,Lourenco,,,,,,,,,,,,,,,,,,,,
427,Viconte Iamires,"Paio Ramires
Pe","uIl
Hlamires",aOh Ramires,Ramires- licando,"Remires
Esi",bazio dos liamires,"Mlen-
des Ramires",Imires,Iamires,Ramires,IMIRE,Hlamires,Paio Ramires,Rami-,"raca
dos liamires lcpois",Ramiros,Ramiresl,liamires largal,,,,,,,,,,
428,pelgei,lolge,Alges,Algurve,lages,,,,,,,,,,,,,,,,,,,,,,,,
429,Fidalgo da orro,Fidalgo la Torre,aFlor da Tren,Fidalgo da lorre,"Fidalgoa
la Torre",Fidalgo reclhendo i Torro,"Fidalgo da
Torre cra",Fidalgo da Torre,"Fidalgo da
Torre",Fidalgo du Torre,Fidalgu da Torre,"Fidalgo da
Tore","Fidalgo da Torre
coIn risonll0",Fidalgo da Torro,,,,,,,,,,,,,,,
430,Crede,acreditol,aeredita,acredito n'esses,,,,,,,,,,,,,,,,,,,,,,,,,
431,Condudo Portu-,tdo pepin0,"Condudo Portu-
calense",,,,,,,,,,,,,,,,,,,,,,,,,,
432,vergatdo,vergastu,pergaminlo,mlml,vergel,,,,,,,,,,,,,,,,,,,,,,,,
433,gallinha cosida,Ininha,sinha,linha varunil e scmpre,Iranguinha,miosinha da Snr,Rosinha,,,,,,,,,,,,,,,,,,,,,,
434,aquete Iorl,jaquetn,jaquetia,,,,,,,,,,,,,,,,,,,,,,,,,,
435,nma,lnma,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"L-
ci","Gra-
cinha",Yue,".Noti-
cis","ra-
cinha",,,,,,,,,,,,,,,,,,,,,,,,
437,ellae,la r0xa,ulla patadu,"CTeatua
coo ellal",Yella,u(uella martcha,hella 10,lla uanli,"du
I'ella",Noella,vivem I'ella,"bclla tazen-
la",cautclla dum,llanella azul,bella mulher,,,,,,,,,,,,,,
438,u roponte n'ossa,Ponte,Ilontem,ponla,d ponte,Ponte...,,,,,,,,,,,,,,,,,,,,,,,
439,cavallarica,larica,Mlaricas,larica cscura,Ihetorica,Atrica,,,,,,,,,,,,,,,,,,,,,,,
440,Iso,pn,Lisoa,baiso,Lisoal,,,,,,,,,,,,,,,,,,,,,,,,
441,C1 UI1 hu Claro,deelaro,declaraia,Yde este Claro-Sol,"ViIa-
Clara",T16,Clao-ol,claraao da ftorja,Claro-Sol,dcclaro,pcla,,,,,,,,,,,,,,,,,,
442,Coio,Ioio,loio,Croio,Ioi,,,,,,,,,,,,,,,,,,,,,,,,
443,Pacos de Severim,Apcnas de Ionge,Ionge,langas de calnisa,,,,,,,,,,,,,,,,,,,,,,,,,
444,Ilosa,losa,loche azul la eilos,Feilosa,Philosoplios,peilo,Ieilosa,Feilos,llosa,,,,,,,,,,,,,,,,,,,,
445,amargradu,Iiz,Margcs,margeIm,,,,,,,,,,,,,,,,,,,,,,,,,
446,Caladinha,Cnlcadinha,Y0,"Calcadinha
le Nilla-Clural","Calcadinha de
Yill-Clara",coborto dc riscadinho,Calcadinha,"a
Calcadinha","botoes das
calcas",,,,,,,,,,,,,,,,,,,,
447,Mlertola,I(6,Perto,"pertmar as
mnos","llc pertnne-
i eamo m",mrto,espertol,Iilerto,,,,,,,,,,,,,,,,,,,,,
448,Fllc,ellc,ellce,Ellc,,,,,,,,,,,,,,,,,,,,,,,,,
449,MIa-,dc,Mias,.-MIas,Ias,MIas,,,,,,,,,,,,,,,,,,,,,,,
450,optia er ar-,dynastia d'Aviz,Dynastias,us lns d'Aggsto,,,,,,,,,,,,,,,,,,,,,,,,,
451,Colonia,idonia,I1ou,visiahanca da llosa,Colonia da lotiea,ajudania da losa,,,,,,,,,,,,,,,,,,,,,,,
452,Irgia,Giar,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,litotl,Iulito,Paulitieal,,,,,,,,,,,,,,,,,,,,,,,,,,
454,canaviaes,canar,nar,Semanario,,,,,,,,,,,,,,,,,,,,,,,,,
455,II.ILTII,Nyha,Tii,TiI6...,IIL.LITIIE,"I,1.ITII",,,,,,,,,,,,,,,,,,,,,,,
456,sel,"tel
tant0","sel
tsse",ba,,,,,,,,,,,,,,,,,,,,,,,,,
457,corduas,hordu,Jordde,"imni
gorda",horoieos,grduch,,,,,,,,,,,,,,,,,,,,,,,
458,herva,jurtira reserva,u MIralo da llerva,hervaeal,,,,,,,,,,,,,,,,,,,,,,,,,
459,justificaya,Justica,atiga,Justiga,justoln,Justinu,,,,,,,,,,,,,,,,,,,,,,,
460,molle,collete,Mlolle,"sailro
iolle",collegio de S. ilt,olle,Iolle,,,,,,,,,,,,,,,,,,,,,,
461,jardim rcgado,Mns,ohrigado,Ohrigado,Obrigado,Pohre,,,,,,,,,,,,,,,,,,,,,,,
462,"re-
tezou turiosamente",Riosl,Iahoriosanwnte,rioso,Riosa,Iosa,Iiosa,Ariosa,furiosment,liosa,kiosa.-,,,,,,,,,,,,,,,,,,
463,Yidainhos,Vidainhos,vidae,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Visconde de Rio-Mlanso,"llio-Mlan-
so",io-Mlanso,lio-Mlanso,Rio-Mlanso,,,,,,,,,,,,,,,,,,,,,,,,
465,Remarigcs,marid0,Inontaria,Imaria,Alugaria,ucharia,Inuncaria,cspalhaia ramaria das faias,,,,,,,,,,,,,,,,,,,,,
466,Cruzciro,Mmniciro,Cruzeirol,lomba do outciro,Cruz,,,,,,,,,,,,,,,,,,,,,,,,
467,pessonl,s0rriso-em,Crisola,risonll0,Ias risohos,sia risonha,Nll,,,,,,,,,,,,,,,,,,,,,,
468,Bastardo,lBastardo,"Mastard
acautelladamento","Hastardo b-
I1aa",Iastardo,Vasta,tardlas,dy fastaru,tardaneea,,,,,,,,,,,,,,,,,,,,
469,quel eImnpurra,roquel,brotquel,tque,,,,,,,,,,,,,,,,,,,,,,,,,
470,temp,Tempos,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Mlesmo,bahu,Mlestrc,Mestrc:-al,Mlestrc do Templo-a,,,,,,,,,,,,,,,,,,,,,,,,
472,Pereira Brazileiro,Mlanoel Pereira,Pereiral,Iereira,Pereira da Riosa,I'ereira,Pereira,Pereira...,ji u lPereira,Carreira,Preiru,Pereira amigol,,,,,,,,,,,,,,,,,
473,Palacete,Palaeete inaccessivel,Palaceete,Palaeete,Palacio,,,,,,,,,,,,,,,,,,,,,,,,
474,Sn,Mlontemor,Mlonarchia,Mlon-,Mlont-mr-- ji,Mlont-mr--,,,,,,,,,,,,,,,,,,,,,,,
475,"Marquez do
Treixedo",Treixelol,Treixedo,TreixCdo,Teixedo,Trcixedo,Treixedu,Troixedo,Treixeda,,,,,,,,,,,,,,,,,,,,
476,Gutiertes,UTIE,Gutierres,Gutier-,Guticrres,,,,,,,,,,,,,,,,,,,,,,,,
477,Mloscatel,toscard0s,tosca1,,,,,,,,,,,,,,,,,,,,,,,,,,
478,pcoes,phas seis infancoes,Yoes,effusoes,Fr1,oesti,,,,,,,,,,,,,,,,,,,,,,,
479,at casa do legedor,II.IyRTIE CASA D IIAIES,ILLST CASA DE AInE,pr casa dae,casa das louzudas...,,,,,,,,,,,,,,,,,,,,,,,,
480,rua ds Yoellas,Cellas l ull,N'llas,Vellas,bagatellas,"us chi-
mellas",Cellas,Chellas,,,,,,,,,,,,,,,,,,,,,
481,"pas-
sado","lampcjos ro-
sados","Pas-
sado","elo e-
sadamonto","pas-
sls semanas","m pas-
sadico dc travcs","as-
sobiava","pas-
sear",,,,,,,,,,,,,,,,,,,,,
482,Iancte,Yocts,Yocte,lEscutel Yoceecte,Ctec,Escte,,,,,,,,,,,,,,,,,,,,,,,
483,Pintainho,Pintainha,Grainha,"Pintai-
nho enfiado",Pintainhan,Iainha,,,,,,,,,,,,,,,,,,,,,,,
484,perna manca,traternal,tahberna,arnas,goWernaa,,,,,,,,,,,,,,,,,,,,,,,,
485,primno,opprime,ue primorl So6,Primo,Primvera,,,,,,,,,,,,,,,,,,,,,,,,
486,"Santa lIre-
neia ...",Sonhorio de iSanta lreneia,castello de Santa lreneia,Santa lreneia,Santa lrenecia,Castello de tSanta lreneia,Tor de Santa lreneia,Santa lrcneia,,,,,,,,,,,,,,,,,,,,,
487,Nenhumal,Nenhma,Nenhm,nenhua,Venha,,,,,,,,,,,,,,,,,,,,,,,,
488,Truclesiudo,ucles,chcle,Simples,Auclor,Io,,,,,,,,,,,,,,,,,,,,,,,
489,cirado da arbacan,portello das harbacans,barbacan,arbacan,harba,postiga du barbacan,Oh,,,,,,,,,,,,,,,,,,,,,,
490,repellia,Iamlliar,imellia,Canellia,d'alliana,Taholliao,,,,,,,,,,,,,,,,,,,,,,,
491,Re-,re-,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Eilim,ILI.LYTI,3I,Ili,ma,sel IuIlII Ile uelra,IILILITIE,IuIlII,Philippes,,,,,,,,,,,,,,,,,,,,
493,cts pretas,Pretas,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Bente,Bentu,Inento,Iento,Hento,Iuento,Bento,Bentol,Poento,"novecentoste
cineoenta",a3,mnhento,Fingimento,,,,,,,,,,,,,,,,
495,llymn0,Vigas,Obriga-,Wriga,rapuriga coi ri0s,,,,,,,,,,,,,,,,,,,,,,,,
496,"onze ti-
ras","Oliyei-
ra","arriei-
ros",,,,,,,,,,,,,,,,,,,,,,,,,,
497,"t1
serredo",d'alm serras,Serras,icrras,,,,,,,,,,,,,,,,,,,,,,,,,
498,sortel,portello,Portella,lortella,tortel,,,,,,,,,,,,,,,,,,,,,,,,
499,ouveia7 Ve,Gouveialn-,Ceuveio,"J0ao
Gouveia",Gouveia,"Josd Gouveia
ji",Geuveia,,,,,,,,,,,,,,,,,,,,,,
500,Deliciosos,scgo,Ncgocios,ancioso,,,,,,,,,,,,,,,,,,,,,,,,,
501,ceitcei,"yez
ue succeda",Succedeu,cceie,,,,,,,,,,,,,,,,,,,,,,,,,
502,Ilalsuas,Val-,Filal-,filalgas,Hilal,,,,,,,,,,,,,,,,,,,,,,,,
503,bein,eIn,nala teinia,vein,geinia,,,,,,,,,,,,,,,,,,,,,,,,
504,luzia ut,Zamhczia,amhus,Imu,,,,,,,,,,,,,,,,,,,,,,,,,
505,Socega,cOco,Noce,Coce,Yoce,Paroce,cocertur,,,,,,,,,,,,,,,,,,,,,,
506,triste:-,cristes,eom tristeza,iriste,tristeza,Cister,,,,,,,,,,,,,,,,,,,,,,,
507,"Ie-
generadores realisassem","Ie-
gcucradores","IIistoricos 
Iegeneradores","Ie-
generadores",Ilegeneradores,Lentro lgeneradotr,,,,,,,,,,,,,,,,,,,,,,,
508,llle,klle,lle,lLei,Hlle,lleeehedria,Flle,vlle,aqulle,Zlle,,,,,,,,,,,,,,,,,,,
509,Louzadasl,Louzadas,I.uuzadas,,,,,,,,,,,,,,,,,,,,,,,,,,
510,chi,zeviche,Chiche,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Iiel Mlatheus,Mlathilds,Mlatheus,HEu,,,,,,,,,,,,,,,,,,,,,,,,,
512,vicu,adelgaca,Acadeicu,Cadeia,,,,,,,,,,,,,,,,,,,,,,,,,
513,Mlinistro,Adinislrao,Nis,"Administralon
resutiu a sua idda",Mlinistro das Oras,Ministerio dn Fazenda,Ministro,aMinistro aeceiltz,Administracao,Inil,,,,,,,,,,,,,,,,,,,
514,Currepolencias,Ias l,Iaee,cnveniencia,ccia,maledicencias,ciencias ociaes,"Con-
sciencia",amcias,,,,,,,,,,,,,,,,,,,,
515,Bnrdo o Poemeto,Poemneto,Poemeto,Poemelo,,,,,,,,,,,,,,,,,,,,,,,,,
516,Egreja de S. Christovo,Christovan,Principes da Christandade,Christo,Christs,Christaos,Christais,,,,,,,,,,,,,,,,,,,,,,
517,outorl,Outulrt,Ioutor,"r.
boutor",loutor,bou,Doutor,,,,,,,,,,,,,,,,,,,,,,
518,cellencia,fazeer delle u,aruelle,Ellei,elle,"cancelle
do",Yelleia,kElle,ropte para elle,bellez,Yelleda,l'elle,d'elle,n'elle,,,,,,,,,,,,,,,
519,ji ovwral,I N0,ji elo,ji n-,CS.-,,,,,,,,,,,,,,,,,,,,,,,,
520,encolhera us hombrus,tsombra,ttso,desombrggador,,,,,,,,,,,,,,,,,,,,,,,,,
521,Freixomil,Viseonde de reixonil,Freixos,hixos d'cssas,"freixos pcla bcira do ria-
1",,,,,,,,,,,,,,,,,,,,,,,,
522,Alemtejo,Tejo,Alcmtejo,Vejo,Alumtejo,,,,,,,,,,,,,,,,,,,,,,,,
523,riseaudo co0t,Hlihecira do Coice,"alvoraeo co
ue",taio corto,cco co,Lpo con,,,,,,,,,,,,,,,,,,,,,,,
524,Fuente-Guihal,mueu,chcgada,rasgadamuente,Iolgadamente,Ilamueente,,,,,,,,,,,,,,,,,,,,,,,
525,ygOja,"agoa do
go","loja do
liamos",,,,,,,,,,,,,,,,,,,,,,,,,,
526,loio Gouvcia,Gouvcia,loio ouvcia,Joio Gouvcia,,,,,,,,,,,,,,,,,,,,,,,,,
527,Burrnlo,innlo,junlo,cnnlo,mnonlo,senlo,,,,,,,,,,,,,,,,,,,,,,,
528,Gongcalo Mlendes,"Mlendes
Ramnires",dependessc,Mcndes,Mlendes Ramiresl...,pendes,Mlendes,"Gonalo Mlendes
Hamires",Mlendes de Suuza,Mlendes Iiaires,"Mlendes Ilami-
res",alo Mlvendes,,,,,,,,,,,,,,,,,
529,caracolando,lraco,Iraco,raco,,,,,,,,,,,,,,,,,,,,,,,,,
530,Montemor,Montcmor,desontelra,monte,Monte,monte c vualle,contevo,tque montasste,Yivamontc,,,,,,,,,,,,,,,,,,,,
531,Vezes,lezembro,Setembro,Iezembro,Novembro,,,,,,,,,,,,,,,,,,,,,,,,
532,Leoneses,Synonieo,Ieonel,,,,,,,,,,,,,,,,,,,,,,,,,,
533,taio,Mlaio,Bayaiot,Maio,1E,Iaio,,,,,,,,,,,,,,,,,,,,,,,
534,ul,commette,mettc,metteu,mettia,,,,,,,,,,,,,,,,,,,,,,,,
535,cahe,Acaha,acahar,,,,,,,,,,,,,,,,,,,,,,,,,,
536,"Aprlo de
uio",uuio,iruio,I. Guionur,huio,esguio,eluio,,,,,,,,,,,,,,,,,,,,,,
537,"Cintra
Il",caontra,Cintra,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Cuseo,crepuseulo,utr seuhor,Museu,Vo-,,,,,,,,,,,,,,,,,,,,,,,,
539,aularrad,arranue,tore albarra,arraial seguro,l'Arraz,csada arrastanl,,,,,,,,,,,,,,,,,,,,,,,
540,l. Garcia,"CUIII
Garcia Niegas",Garcia,lorcia,,,,,,,,,,,,,,,,,,,,,,,,,
541,China,"ra-
pina",tinal,ueiinad0s,Inais,Ina,"Ua
pcrna divinal",lina,nIna,Iina,,,,,,,,,,,,,,,,,,,
542,illlela carta,Gzela,Gela,lEls,"ua
tssidela",Icela,lela,Luela,,,,,,,,,,,,,,,,,,,,,
543,essc,Silves,Yolvesscm,,,,,,,,,,,,,,,,,,,,,,,,,,
544,u Clgarr,"a4
rcgar",Clgarr,Iogar,agarrcu,,,,,,,,,,,,,,,,,,,,,,,,
545,Ahos,us puhhos,Ambhos,mehos,ambs,,,,,,,,,,,,,,,,,,,,,,,,
546,esquego sepre,aspreza,spre affavel,schnpre,selnpre,pre,serpre,"k
pre",seupre,sepre,,,,,,,,,,,,,,,,,,,
547,Oliveirat,Oliveira de bae dad0 col,Olivyeira,"Oliveira-no
dosejo",Oliveiral,Im Oliveira,d'Oliveira,d'Olveira,Oliveira-,Oliveira,Uliveira,Dliveira,Iliveira,Inlependete d'llveira,Oliveira-no,liveira,,,,,,,,,,,,,
548,banhala,t nanh,nanhava,Noruhal,tnanhal,phal,aanhar,,,,,,,,,,,,,,,,,,,,,,
549,Ns,requehro,pequerrueha tao,pequchiha,pequen0s,Mlacheque,eom requeada,,,,,,,,,,,,,,,,,,,,,,
550,inlluencia ce,inlluencia d'outru home,lLueena,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Carrespondenaia,conlidencia,Correspndencia,Corresondencia vin-,,,,,,,,,,,,,,,,,,,,,,,,,
552,"Bcn-
to",ro,Vatos,"Vo-
tos",,,,,,,,,,,,,,,,,,,,,,,,,
553,stbia,bbia,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Yuss,Catharina da Russia,Atlus,Iussia,Hussia,lussia,,,,,,,,,,,,,,,,,,,,,,,
555,"lPortu-
gal",lortugal,"Portugal
Terrs",Intantas de Portugal,lortugalsiuho,"Portugal
Espantado",Iei de Portugal,I'ortugal,"Portuguc-
zest",tugga,lPortugal,Partugal,Portugal-,Pwrtugal,Portugul,Portugal,ortugal,Portughl,"vclho
lortugal",alPortugal,Portugueza...,vulgurisar Portugal,velhu Portugal,,,,,,
556,Iharmacia,Maciel,harmonlia,la Pharmacia,es padacia,lPharmacia,,,,,,,,,,,,,,,,,,,,,,,
557,I'is,desolado:-,desolagio,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Corinde,Cwrinde,Curinde,Arinda,,,,,,,,,,,,,,,,,,,,,,,,,
559,Andre,Alexandrc,Andrc,hndr,Mndrc,,,,,,,,,,,,,,,,,,,,,,,,
560,Africn,d'Africa,i Africa,Africa,Africal,Africa degredadol Jesus,,,,,,,,,,,,,,,,,,,,,,,
561,Annaes,jornaes,fornt,jornacsl,f5nr,,,,,,,,,,,,,,,,,,,,,,,,
562,Iieatei,Iatedo,Ate,Mateu,pateo-,N'm,Ctate,,,,,,,,,,,,,,,,,,,,,,
563,ste par-,histria d'este Pego,"vivondo
n'estes silios",d'este Pego,Pego,,,,,,,,,,,,,,,,,,,,,,,,
564,solurnu,solueou,solb,Sol,Solre,Soledl,,,,,,,,,,,,,,,,,,,,,,,
565,tioncalo,Guncalo,toncale,Concalo,Goncalo Iami-,g)aa,Goncal,"Goncalo Ia-
ires","Goncale
rovivia","louvadol
F Goncalo","Goncale
n'um rijo abraco",Goncale,Entao Goncalo,Goncalo-colno,Goncalo,"Goncale
csfregou","IYMIIHS
Goncalo",grilou Goncalo,Goncalio,,,,,,,,,,
566,sobretud ra,sobetudo,sohretudo,Solretudo,etu,destudo,,,,,,,,,,,,,,,,,,,,,,,
567,Asseblca,Assemhleia tda,Assemhleia,Assemhlia,Assem-,sc lcvntasse,,,,,,,,,,,,,,,,,,,,,,,
568,uarda p0,guardasolinho,guardasoes,espinguarda,heaso,cuapc dc daso,,,,,,,,,,,,,,,,,,,,,,,
569,preciusissimo,lindissimo,avisira,Bravissimo,Iravissimo,avisu,anssim iucia,,,,,,,,,,,,,,,,,,,,,,
570,aaquclle,aquclla noltc de Castollo,Novclla,"pur
aqucll lanee",Iaquclla,ue,Aqucllas,,,,,,,,,,,,,,,,,,,,,,
571,Iitol,Iit6,Iit,Iiti,,,,,,,,,,,,,,,,,,,,,,,,,
572,Setiaes,paesl,Quaes,Ficaes,Ilrayaes,JD,teclaes,Waes,aes,Ribadaes,,,,,,,,,,,,,,,,,,,
573,Junho,risnho,Jlunho,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Cerqueira,Uliyeira,Ccrqueira,"reeheira
de Mithologgia",Terceira,uei,ocheira,meir,aJueira,Esgueira,eiradu,poeira;-e,,,,,,,,,,,,,,,,,
575,penteaya,hntea,I)eunte,ntntea,IL,,,,,,,,,,,,,,,,,,,,,,,,
576,jnuto,Iutos,Iuto,Sinuto,tuto,,,,,,,,,,,,,,,,,,,,,,,,
577,hlss,l)es,uasl,uas,lDuas,uas ideas,,,,,,,,,,,,,,,,,,,,,,,
578,butarinheiro,souto de azinheiros,Pinheiro,Ig0,"gallinhaca
dinheiro",,,,,,,,,,,,,,,,,,,,,,,,
579,lionadn,Nacionaes,Lionala,Nacional,Proprios Nacionaes,Nacio,Bibliotheca nacional,,,,,,,,,,,,,,,,,,,,,,
580,porim,"Corin-
de",Corimle,iml,miml om,Corinle,--16 Corimle,,,,,,,,,,,,,,,,,,,,,,
581,"Se-
teuhro",qte ahro,Chro-,ehro,homhro,,,,,,,,,,,,,,,,,,,,,,,,
582,nossna,Nerenos,Nosse,Yosses,Sr,,,,,,,,,,,,,,,,,,,,,,,,
583,Oiieira,Polieia,Mlieira,Olieira,l'Olieira,hieira,d'Olieira,flieira,,,,,,,,,,,,,,,,,,,,,
584,llayio,Buyio,ayio,Hayio,eoxn,,,,,,,,,,,,,,,,,,,,,,,,
585,lloutr,senllor,lloe,Gallo,lLop0,lloma,,,,,,,,,,,,,,,,,,,,,,,
586,Nes-,Nunes,Nunen,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Iotel,Central,llotel Central,mi,Iotel Central,po,,,,,,,,,,,,,,,,,,,,,,,
588,procuranda,leante dessa varanda,i varanda,mandaran,varandal,paranda,Jaranlin,ba varanda,Mirandal,reburda da varanda,aranda,varanda po,pedra da varanda,randa,,,,,,,,,,,,,,,
589,inteirira,uuteiru,inteir,luy carpinteiro,,,,,,,,,,,,,,,,,,,,,,,,,
590,IL.1.STH,IL.LSIE,IL.1,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"Cunhaesl
Li",varands dos Cunhaes,Cunhacs,Cnhaeste,Cunhas,Cunhau,c-,Cunhaes,Curhaes,unhaes1,"Cu-
nhaes",Cnhaes,,,,,,,,,,,,,,,,,
592,iremnia,uem,Quemn,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Iros-,Ioiro,quairo,iroya,tiro,iroar,ale oulro retiro,,,,,,,,,,,,,,,,,,,,,,
594,aceri,Alcacova,Alcacva,Alcacer,,,,,,,,,,,,,,,,,,,,,,,,,
595,"pe-
quenol",pe-,"pe-
ueno",,,,,,,,,,,,,,,,,,,,,,,,,,
596,ILLTII CA1,ILLlTIE,ILLLTIE LLAA,ILLTIE,IALLTI,,,,,,,,,,,,,,,,,,,,,,,,
597,Maco,clueaco,Paco,Faco,acorcuva,"Mel-
gaco",aco,tum pataco,Acor,Nacojas,,,,,,,,,,,,,,,,,,,
598,historlia da bulha,orli,orli qt,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Ca-,quom,Tabaca-,Tabacaria,,,,,,,,,,,,,,,,,,,,,,,,,
600,Una,n'ult,n'una,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Ilojc,grilou,Iloin,ILouatasl,Ilor,ilorir,Ilo,,,,,,,,,,,,,,,,,,,,,,
602,Ilistoric,Hlistoria,"Iistorin da
ttminisreo 1'nbliz",Ilraz Victorin,d'Ilistoria,Ilistoria,Iistoria,,,,,,,,,,,,,,,,,,,,,,
603,Caramnba,caralba,Caramha,fcitol Caramba,Caramba,ce,earamba,carambal,,,,,,,,,,,,,,,,,,,,,
604,necessitoa,neeessitandu,Necessito,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Ilres,Enlre,Alre,Valrerde,Alril,alr cupos,,,,,,,,,,,,,,,,,,,,,,,
606,InrUnCuS,InCm1 InrUnCuS,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,cni,Hiscnia,scn,,,,,,,,,,,,,,,,,,,,,,,,,,
608,mao inquiela,Mleia-lade,proprielade,Ladeado,Pielade,,,,,,,,,,,,,,,,,,,,,,,,
609,us pcs...,loj...,Sao,Sao pecegos...,g0,,,,,,,,,,,,,,,,,,,,,,,,
610,UTIE CAA,IILILETIE CASA,ILISTIE CASA,ILLISTIE,ILISTI,IILILSII CAA,ILILISTIE CA,chisti,ILILISTIE,,,,,,,,,,,,,,,,,,,,
611,noido,clhido,Ie,Cnlhido,tencolhidu,,,,,,,,,,,,,,,,,,,,,,,,
612,Obhi-,Phi-,Ophir,,,,,,,,,,,,,,,,,,,,,,,,,,
613,litlerario,Tomeario,Temerario i Carlos,Temerario,,,,,,,,,,,,,,,,,,,,,,,,,
614,Imie,la Hes-,I13,IMIHES,IMI,Ihe,Tahes,,,,,,,,,,,,,,,,,,,,,,
615,Intoleravel,"dis
sera",lEra,Colera,elera d,,,,,,,,,,,,,,,,,,,,,,,,
616,Polltica,botica,Politicos,"Iolitica
ute o0 oncalo",luliticu,lolitica,"Politica
kElla",Politica,,,,,,,,,,,,,,,,,,,,,
617,"paro
comn","Mendonca -anbos
comn parabens",Comno,"comn roiuantic0
garho",comn cognae,comn,Comn,,,,,,,,,,,,,,,,,,,,,,
618,Cu urtrio,lmperatriz,Patriotisuo,u marmore do lavatrio,,,,,,,,,,,,,,,,,,,,,,,,,
619,consontia,AIlonso Y,d'Aflonso Gomes,consolad,AfIonso,Atfonso,,,,,,,,,,,,,,,,,,,,,,,
620,transvira,transpoz,"Trans-
vaal",Trans-,,,,,,,,,,,,,,,,,,,,,,,,,
621,prala,Ala-do,Mul-csala,Alalou,saladu,Natlal,Alal,,,,,,,,,,,,,,,,,,,,,,
622,Yiscounde,condemnando,Yisconde,Nisconde,,,,,,,,,,,,,,,,,,,,,,,,,
623,Cahio,trahid rmmec,"RE
ahi",ahi,Ahi,AhI,,,,,,,,,,,,,,,,,,,,,,,
624,rua d rinceza l. nelia ati,velta das onze,Ptgas,"rua das
Teeedeiras",rua das leccdairas,hiqucia das otas,rua das Ptgas,rua das Vendas,,,,,,,,,,,,,,,,,,,,,
625,ontade,Hem,"Vontade hem
exorcida",,,,,,,,,,,,,,,,,,,,,,,,,,
626,"Mlen-
doncas",d'omle,Mlendo de IBrieiros,Mlendo de IBriteiros,Moendo aes,Lenda,"capitaao
Mlendouea",Mlendonca,Mlendo,Mlaria Mlendonea,Mlendigo,Mlendcs,Mlendongcas,Mlen-,,,,,,,,,,,,,,,
627,Matalhas de Napoicao,talhla,Natal,Iatal,Matalhas,,,,,,,,,,,,,,,,,,,,,,,,
628,n Snr,Oh Avs,--Oh Snr,,,,,,,,,,,,,,,,,,,,,,,,,,
629,idalgro,fidlgus,"kFidal-
go",Fidalguia,Fidalo,grituu o Fidalgo,Fidalgo,Fidalg,"Fidalg
consenliu",Fidalga,lidalga,zs,,,,,,,,,,,,,,,,,
630,Ierra,Terrciro,terraeo,terrugens saobre,perra,Terra,aterrado,terraco do jardim,,,,,,,,,,,,,,,,,,,,,
631,Santa Mla-,Santa Mnria,"Santa Mla-
fia",Santa Mlarla,Santa Mlaria,,,,,,,,,,,,,,,,,,,,,,,,
632,Ils,"IAIIILS
llento",IMI IAII,"IAIIIH
-Sio Reis",AIIl,IAIIILS,,,,,,,,,,,,,,,,,,,,,,,
633,l1 sta tentdu,Ten,Tens,qte,tencbros0,qten,pe qte defrnto,,,,,,,,,,,,,,,,,,,,,,
634,Yoltava,Yolto,rcmolto cestiuho,Yolto derradamcnte i ema,Vao,,,,,,,,,,,,,,,,,,,,,,,,
635,Nuronha,Noronhas,Noronhal,tamilia Noronhal,Noronha,,,,,,,,,,,,,,,,,,,,,,,,
636,iudo,ga quanudo hega,quanudo,Inudo,,,,,,,,,,,,,,,,,,,,,,,,,
637,Graca,Snr' D. Gracu,graca do sveu,embaracados,lraca,graca,Praca,"graca dos
tromitos daza",,,,,,,,,,,,,,,,,,,,,
638,"l-
Iou","o-
Io","esbo-
Iado",,,,,,,,,,,,,,,,,,,,,,,,,,
